id,región,región1,comuna,nombre,sexo,pacto,partido
1267,Aysén,11,Coyhaique,Carlos Gatica Villegas,0,Unidos Por La Dignidad,DC
1268,Aysén,11,Guaitecas,Juan Barria Cardenas,0,Chile Vamos,RN
1269,Aysén,11,Guaitecas,Anita Bello Aburto,1,Independientes,IFP
1270,Aysén,11,Guaitecas,Victorino Saavedra Garcia,0,Independientes,IFP
1271,Aysén,11,Guaitecas,Marcos Silva Miranda,0,Unidad Por El Apruebo,PPD
1272,Aysén,11,Guaitecas,Victor Alvarez Heredia,0,Unidos Por La Dignidad,IND
1273,Aysén,11,Lago Verde,Nelson Opazo Lopez,0,Chile Vamos,UDI
1274,Aysén,11,Lago Verde,Luis Oyarzo Loncochino,0,Independientes,IFP
1275,Aysén,11,Lago Verde,Claudia Valdes Vasquez,1,Unidad Por El Apruebo,PR
1276,Aysén,11,O'Higgins,Roberto Recabal Carcamo,0,Chile Vamos,IND
1277,Aysén,11,O'Higgins,Hans Silva Gomez,0,Independientes,IFP
1278,Aysén,11,O'Higgins,Jose Fica Gomez,0,Unidos Por La Dignidad,DC
1279,Aysén,11,Rio Ibañez,Marcelo Santana Vargas,0,Chile Vamos,UDI
1280,Aysén,11,Rio Ibañez,Paulo Vera Fuentes,0,Independientes,IFP
1281,Aysén,11,Tortel,Maria Cruces Chodil,1,Chile Vamos,EVO
1282,Aysén,11,Tortel,Nelida Muñoz Vargas,1,Independientes,IFP
1283,Aysén,11,Tortel,Abel Becerra Vidal,0,Unidad Por El Apruebo,IND
1284,Magallanes,12,Cabo De Hornos (Ex - Navarino),Angela Barria Barrientos,1,Chile Vamos,RN
1285,Magallanes,12,Cabo De Hornos (Ex - Navarino),Julio Flanega Palma,0,Independientes,IFP
1286,Magallanes,12,Cabo De Hornos (Ex - Navarino),Patricio Fernandez Alarcon,0,Unidos Por La Dignidad,DC
1287,Magallanes,12,Laguna Blanca,Nelson Caniu Colivoro,0,Chile Vamos,UDI
1288,Magallanes,12,Laguna Blanca,Jaime Arteaga Vera,0,Independientes,IFP
1289,Magallanes,12,Laguna Blanca,Fernando Ojeda Gonzalez,0,Unidad Por El Apruebo,PS
1290,Magallanes,12,Natales,Ana Mayorga Bahamonde,1,Chile Vamos,UDI
1291,Magallanes,12,Natales,Antonieta Oyarzo Alvarado,1,Independientes,IFP
1292,Magallanes,12,Natales,Felipe Muñoz Muñoz,0,Independientes,IFP
1293,Magallanes,12,Natales,Jose Cuyul Rogel,0,Unidad Por El Apruebo,PS
1294,Magallanes,12,Porvenir,Andrea Cuevas Cardenas,1,Chile Vamos,IND
1295,Magallanes,12,Porvenir,Mario Carcamo Norambuena,0,Independientes,IFP
1296,Magallanes,12,Porvenir,Jose Parada Aguilar,0,Independientes,IFP
1297,Magallanes,12,Porvenir,Marisol Andrade Cardenas,1,Unidos Por La Dignidad,DC
1298,Magallanes,12,Primavera,Juan Vergara Garay,0,Chile Vamos,IND
1299,Magallanes,12,Primavera,Pablo Tascon España,0,Independientes,IFP
1300,Magallanes,12,Primavera,Blagomir Brztilo Avendaño,0,Unidos Por La Dignidad,DC
1301,Magallanes,12,Punta Arenas,Claudio Radonich Jimenez,0,Chile Vamos,RN
1302,Magallanes,12,Punta Arenas,Arturo Diaz Valderrama,0,Frente Amplio,IND
1303,Magallanes,12,Punta Arenas,Luis Legaza Soto,0,Independientes,IFP
1304,Magallanes,12,Rio Verde,Sabina Ballesteros Vargas,1,Chile Vamos,UDI
1305,Magallanes,12,Rio Verde,Ljubica Drpic Ivelich,1,Independientes,IFP
1306,Magallanes,12,San Gregorio,Edgar Carcamo Alderete,0,Chile Vamos,IND
1307,Magallanes,12,San Gregorio,Jeannette Andrade Ruiz,1,Unidos Por La Dignidad,DC
1308,Magallanes,12,Timaukel,Marcos Martic Haros,0,Chile Vamos,RN
1309,Magallanes,12,Timaukel,Luis Barria Andrade,0,Independientes,IFP
1310,Magallanes,12,Torres Del Paine,Roberto Cardenas Silva,0,Chile Vamos,IND
1311,Magallanes,12,Torres Del Paine,Anahi Cardenas Rodriguez,1,Independientes,IFP
1312,Magallanes,12,Torres Del Paine,Juan Barria Bahamonde,0,Unidad Por El Apruebo,PS
1313,Araucanía,22,Angol,Enrique Neira Neira,0,Chile Vamos,IND
1314,Araucanía,22,Angol,Sergio Paredes Montoya,0,Independientes,IFP
1315,Araucanía,22,Angol,Rolando Garces Nuñez,0,Independientes,IFP
1316,Araucanía,22,Angol,Americo Lantaño Muñoz,0,Independientes,IFP
1317,Araucanía,22,Angol,Obdulio Valdebenito Burgos,0,Independientes,IFP
1318,Araucanía,22,Angol,Eduardo Contreras Diaz,0,Unidad Por El Apruebo,PR
1319,Araucanía,22,Carahue,Gerson Cayuqueo Riquelme,0,Chile Digno,FRVS
1320,Araucanía,22,Carahue,Alejandro Saez Veliz,0,Chile Vamos,UDI
1321,Araucanía,22,Carahue,Samir Manukian Zuñiga,0,Independientes,IFP
1322,Araucanía,22,Carahue,Pedro Vera Paredes,0,Unidad Por El Apruebo,PPD
1323,Araucanía,22,Cholchol,Silvia Aniñir Curivil,1,Chile Vamos,UDI
1324,Araucanía,22,Cholchol,Luis Huirilef Barra,0,Independientes,IFP
1325,Araucanía,22,Cholchol,Veronica Salas Carrasco,1,Independientes,IFP
1326,Araucanía,22,Cholchol,Luis Huenchuleo Gallegos,0,Independientes,IFP
1327,Araucanía,22,Cholchol,Manuel Levio Acuña,0,Unidad Por El Apruebo,PPD
1328,Araucanía,22,Collipulli,Manuel Macaya Ramirez,0,Chile Vamos,IND
1329,Araucanía,22,Collipulli,Francisco Quiduleo Cabrera,0,Independientes,IFP
1330,Araucanía,22,Collipulli,Alejandra Malian Collio,1,Independientes,IFP
1331,Araucanía,22,Collipulli,Ema Vidal Diaz,1,Republicanos,PREP
1332,Araucanía,22,Collipulli,Leopoldo Rosales Neira,0,Unidad Por El Apruebo,PS
1333,Araucanía,22,Cunco,Carlos Ocampo Herrera,0,Independientes,IFP
1334,Araucanía,22,Cunco,Alfonso Coke Candia,0,Independientes,IFP
1335,Araucanía,22,Cunco,Rodrigo Pacheco Burgos,0,Unidad Por El Apruebo,PPD
1336,Araucanía,22,Curacautin,David Sandoval Beroiza,0,Chile Vamos,RN
1337,Araucanía,22,Curacautin,Victor Barrera Barrera,0,Independientes,IFP
1338,Araucanía,22,Curacautin,Gabriela Maldonado Bastias,1,Independientes,IFP
1339,Araucanía,22,Curacautin,Alejandra Aqueveque Guerrero,1,Independientes,IFP
1340,Araucanía,22,Curacautin,Anibal Carrillo Huaiquilaf,0,Unidos Por La Dignidad,IND
1341,Araucanía,22,Curarrehue,Hector Carrasco Ruiz,0,Chile Vamos,RN
1342,Araucanía,22,Curarrehue,Gaston Arriagada Sierra,0,Ecologistas e Ind.,PEV
1343,Araucanía,22,Curarrehue,Abel Painefilo Barriga,0,Unidad Por El Apruebo,PPD
1344,Araucanía,22,Ercilla,Fredy Avello Perez,0,Chile Vamos,IND
1345,Araucanía,22,Ercilla,Luis Orellana Rocha,0,Independientes,IFP
1346,Araucanía,22,Ercilla,Rode Obreque Villegas,0,Independientes,IFP
1347,Araucanía,22,Ercilla,Herbert Paredes Toledo,0,Independientes,IFP
1348,Araucanía,22,Ercilla,Valentin Vidal Hernandez,0,Unidos Por La Dignidad,IND
1349,Araucanía,22,Freire,Jose Bravo Burgos,0,Chile Vamos,RN
1350,Araucanía,22,Freire,Erwin Orellana Saez,0,Independientes,IFP
1351,Araucanía,22,Freire,Dilon Alvarez Moran,0,Independientes,IFP
1352,Araucanía,22,Freire,Pilar Lagos Retamal,1,Independientes,IFP
1353,Araucanía,22,Freire,Luis Arias Lopez,0,Unidos Por La Dignidad,DC
1354,Araucanía,22,Galvarino,Segundo Millalen Paillal,0,Chile Digno,IND
1355,Araucanía,22,Galvarino,Hans Gonzalez Espinoza,0,Chile Vamos,RN
1356,Araucanía,22,Galvarino,Marcos Hernandez Rojas,0,Unidos Por La Dignidad,IND
1357,Araucanía,22,Gorbea,Guido Siegmund Gonzalez,0,Chile Vamos,UDI
1358,Araucanía,22,Gorbea,Gerardo Rodriguez Hidalgo,0,Independientes,IFP
1359,Araucanía,22,Gorbea,Jorge Romero Martinez,0,Unidos Por La Dignidad,DC
1360,Araucanía,22,Lautaro,Fernando Garrido Mera,0,Chile Vamos,RN
1361,Araucanía,22,Lautaro,Guillermo Jaramillo Salazar,0,Dignidad Ahora,IND
1362,Araucanía,22,Lautaro,Raul Schifferli Diaz,0,Unidos Por La Dignidad,IND
1363,Araucanía,22,Loncoche,Julia Cares Pineda,1,Independientes,IFP
1364,Araucanía,22,Loncoche,Sandra Granzotto Mardones,1,Independientes,IFP
1365,Araucanía,22,Loncoche,Alexis Pineda Ruiz,0,Independientes,IFP
1366,Araucanía,22,Loncoche,Nelson Fuentes Acuña,0,Independientes,IFP
1367,Araucanía,22,Loncoche,Alberto Velasquez Castro,0,Independientes,IFP
1368,Araucanía,22,Lonquimay,Jose Barria Oyarzun,0,Chile Vamos,IND
1369,Araucanía,22,Lonquimay,Evaristo Curical Ñanco,0,Independientes,IFP
1370,Araucanía,22,Lonquimay,Jorge Aroca Meliñir,0,Independientes,IFP
1371,Araucanía,22,Lonquimay,Nibaldo Alegria Alegria,0,Unidos Por La Dignidad,IND
1372,Araucanía,22,Los Sauces,Gaston Mella Arzola,0,Chile Vamos,UDI
1373,Araucanía,22,Los Sauces,Pablo Rodriguez Castillo,0,Independientes,IFP
1374,Araucanía,22,Los Sauces,Victor Gonzalez Rodriguez,0,Independientes,IFP
1375,Araucanía,22,Los Sauces,Valeska Sanhueza Cid,1,Unidos Por La Dignidad,IND
1376,Araucanía,22,Lumaco,Claudio Molina Nahuelpi,0,Chile Digno,PC
1377,Araucanía,22,Lumaco,Richard Leonelli Contreras,0,Chile Vamos,IND
1378,Araucanía,22,Lumaco,Evans Curin Huenchuñir,0,Independientes,IFP
1379,Araucanía,22,Lumaco,Irenia Quintana Gonzalez,1,Unidad Por El Apruebo,PS
1380,Araucanía,22,Melipeuco,Eduardo Navarrete Fuentes,0,Chile Vamos,UDI
1381,Araucanía,22,Melipeuco,Miguel Cerda Vetter,0,Independientes,IFP
1382,Araucanía,22,Melipeuco,Carlos Sepulveda Molina,0,Independientes,IFP
1383,Araucanía,22,Melipeuco,Alejandro Cuminao Barros,0,Unidad Por El Apruebo,IND
1384,Araucanía,22,Nueva Imperial,Gregoriana Cayuqueo Trarupil,1,Chile Digno,IND
1385,Araucanía,22,Nueva Imperial,Marisol Muñoz Canobi,1,Chile Vamos,UDI
1386,Araucanía,22,Nueva Imperial,Paola Aguilera Torres,1,Independientes,IFP
1387,Araucanía,22,Nueva Imperial,Miguel Suarez Molina,0,Independientes,IFP
1388,Araucanía,22,Nueva Imperial,Rodrigo Pacheco Aguilera,0,Independientes,IFP
1389,Araucanía,22,Nueva Imperial,Claudia Lecerf Henriquez,1,Independientes,IFP
1390,Araucanía,22,Nueva Imperial,Cesar Sepulveda Huerta,0,Unidos Por La Dignidad,DC
1391,Araucanía,22,Padre Las Casas,Roberto Meliqueo Diego,0,Chile Digno,FRVS
1392,Araucanía,22,Padre Las Casas,Raul Henriquez Burgos,0,Chile Vamos,RN
1393,Araucanía,22,Padre Las Casas,David Espinoza Salamanca,0,Dignidad Ahora,PI
1394,Araucanía,22,Padre Las Casas,Mario Gonzalez Rebolledo,0,Independientes,IFP
1395,Araucanía,22,Padre Las Casas,Alex Henriquez Araneda,0,Independientes,IFP
1396,Araucanía,22,Padre Las Casas,Gustavo Satarain Valenzuela,0,Independientes Cristianos,PCC
1397,Araucanía,22,Padre Las Casas,Eduardo Vicencio Salgado,0,Unidos Por La Dignidad,DC
1398,Araucanía,22,Perquenco,Ricardo Green Rivera,0,Independientes,IFP
1399,Araucanía,22,Perquenco,Domingo Nahuelcura Antilao,0,Independientes,IFP
1400,Araucanía,22,Perquenco,Luis Escobar Gallardo,0,Independientes,IFP
1401,Araucanía,22,Perquenco,Alejandro Sepulveda Tapia,0,Unidad Por El Apruebo,PPD
1402,Araucanía,22,Pitrufquen,Jacqueline Romero Inzunza,1,Chile Vamos,RN
1403,Araucanía,22,Pitrufquen,Humberto Catalan Candia,0,Independientes,IFP
1404,Araucanía,22,Pitrufquen,Jorge Jaramillo Hott,0,Unidad Por El Apruebo,PPD
1405,Araucanía,22,Pucon,Carlos Barra Matamala,0,Chile Vamos,RN
1406,Araucanía,22,Pucon,Edita Mansilla Barria,1,Independientes,IFP
1407,Araucanía,22,Pucon,Mario Peñafiel Espinoza,0,Independientes,IFP
1408,Araucanía,22,Pucon,Blanca Beraud Fernandez,1,Unidos Por La Dignidad,DC
1409,Araucanía,22,Puren,Juan Alonso Levio,0,Chile Vamos,RN
1410,Araucanía,22,Puren,Benigno Quiñones Lara,0,Independientes,IFP
1411,Araucanía,22,Puren,Renato Alarcon Boisier,0,Independientes,IFP
1412,Araucanía,22,Puren,Sandra Valderrama Beltran,1,Independientes,IFP
1413,Araucanía,22,Puren,Pedro Orellana Molina,0,Independientes,IFP
1414,Araucanía,22,Puren,Jorge Rivera Leal,0,Unidad Por El Apruebo,PPD
1415,Araucanía,22,Renaico,Marcelo Veloso Aguilar,0,Chile Vamos,RN
1416,Araucanía,22,Renaico,Antonio Jimenez Gatica,0,Independientes,IFP
1417,Araucanía,22,Renaico,Juan Reinao Marilao,0,Independientes,IFP
1418,Araucanía,22,Renaico,Patricio Belmar Fuentes,0,Independientes,IFP
1419,Araucanía,22,Saavedra,Juan Paillafil Calfulen,0,Independientes,IFP
1420,Araucanía,22,Saavedra,Ricardo Tripainao Calfulaf,0,Unidad Por El Apruebo,PPD
1421,Araucanía,22,Temuco,Miguel Cortes Ibarra,0,Chile Digno,IND
1422,Araucanía,22,Temuco,Daniel Mc Lachlan,0,Chile Vamos,IND
1423,Araucanía,22,Temuco,Jessica Mendez Canaves,1,Ecologistas e Ind.,PEV
1424,Araucanía,22,Temuco,Felipe Valdebenito Leiva,0,Independientes,IFP
1425,Araucanía,22,Temuco,Roberto Neira Aburto,0,Unidad Por El Apruebo,PPD
1426,Araucanía,22,Teodoro Schmidt,Baldomero Santos Vidal,0,Chile Vamos,UDI
1427,Araucanía,22,Teodoro Schmidt,Irenio Montecinos Henriquez,0,Independientes,IFP
1428,Araucanía,22,Teodoro Schmidt,Patricia Iturra Apablaza,1,Independientes,IFP
1429,Araucanía,22,Teodoro Schmidt,Alfredo Riquelme Arriagada,0,Unidad Por El Apruebo,PPD
1430,Araucanía,22,Tolten,Guillermo Martinez Soto,0,Chile Vamos,UDI
1431,Araucanía,22,Tolten,Jose Ormeño Troncoso,0,Ecologistas e Ind.,IND
1432,Araucanía,22,Tolten,Sandra Alfaro Chavez,1,Unidos Por La Dignidad,PRO
1433,Araucanía,22,Traiguén,Luis Alvarez Valenzuela,0,Chile Vamos,IND
1434,Araucanía,22,Traiguén,Ricardo Sanhueza Pirce,0,Unidad Por El Apruebo,IND
1435,Araucanía,22,Victoria,Hugo Monsalves Castillo,0,Chile Vamos,IND
1436,Araucanía,22,Victoria,Javier Jaramillo Soto,0,Independientes,IFP
1437,Araucanía,22,Victoria,Ariel Guzman Iturra,0,Independientes,IFP
1438,Araucanía,22,Victoria,Jorge Saffirio Espinoza,0,Unidos Por La Dignidad,DC
1439,Araucanía,22,Vilcún,Katherinne Migueles Muñoz,1,Chile Vamos,RN
1440,Araucanía,22,Vilcún,Luis Figueroa Huecho,0,Independientes,IFP
1441,Araucanía,22,Vilcún,Susana Aguilera Vega,1,Unidad Por El Apruebo,PPD
1442,Araucanía,22,Villarrica,Manuel Ansaldo Hill,0,Chile Digno,IND
1443,Araucanía,22,Villarrica,Ronal Seiffert Aguilera,0,Chile Vamos,RN
1444,Araucanía,22,Villarrica,Ruben Esparza Jara,0,Ciudadanos Ind.,PNC
1445,Araucanía,22,Villarrica,German Vergara Lagos,0,Independientes,IFP
1446,Araucanía,22,Villarrica,Alejandra Aillapan Huiriqueo,1,Independientes,IFP
1447,Araucanía,22,Villarrica,Ingrid Prambs Klocker,1,Unidos Por La Dignidad,DC
