id,región,región1,comuna,nombre,sexo,pacto,partido
1,Arica,0.5,Arica,Luis Paredes Fierro,0,Chile Digno,IND
2,Arica,0.5,Arica,Giancarlo Baltolu Quintano,0,Chile Vamos,EVO
3,Arica,0.5,Arica,Paul Carvajal Quiroz,0,Dignidad Ahora,PH
4,Arica,0.5,Arica,Gerardo Espindola Rojas,0,Frente Amplio,PL
5,Arica,0.5,Arica,Leonardo Borquez Castillo,0,Independientes,IFP
6,Arica,0.5,Arica,Ricardo Sanzana Oteiza,0,Independientes,IFP
7,Arica,0.5,Arica,Carlos Valcarce Medina,0,Independientes,IFP
8,Arica,0.5,Arica,Rafael Ortega Aliaga,0,Independientes,IFP
9,Arica,0.5,Arica,Rayko Karmelic Pavlov,0,Independientes,IFP
10,Arica,0.5,Camarones,Ricardo Cepeda Soto,0,Chile Vamos,UDI
11,Arica,0.5,Camarones,Vladimir Caceres Salinas,0,Independientes,IFP
12,Arica,0.5,Camarones,Martin Montecinos Romero,0,Independientes,IFP
13,Arica,0.5,Camarones,Javier Diaz Calderon,0,Independientes,IFP
14,Arica,0.5,Camarones,Cristian Zavala Soto,0,Unidos Por La Dignidad,DC
15,Arica,0.5,General Lagos,Alex Castillo Blas,0,Chile Vamos,RN
16,Arica,0.5,General Lagos,Florencio Villanueva Sarco,0,Independientes,IFP
17,Arica,0.5,General Lagos,Rosa Maita Querquezana,1,Unidad Por El Apruebo,IND
18,Arica,0.5,Putre,Sergio Gamboa Morales,0,Chile Digno,IND
19,Arica,0.5,Putre,Maricel Gutierrez Castro,1,Independientes,IFP
20,Arica,0.5,Putre,Cristian Bilbao Apata,0,Independientes,IFP
21,Arica,0.5,Putre,Lino Mamani Vicente,0,Unidad Por El Apruebo,PPD
22,Tarapacá,1,Alto Hospicio,Camila Arce Fajardo,1,Chile Vamos,IND
23,Tarapacá,1,Alto Hospicio,Rene Caceres Araya,0,Independientes,IFP
24,Tarapacá,1,Alto Hospicio,Jorge Zavala Valenzuela,0,Independientes,IFP
25,Tarapacá,1,Alto Hospicio,German Quiroz Cancino,0,Independientes,IFP
26,Tarapacá,1,Alto Hospicio,Paula Astudillo Diaz,1,Independientes,IFP
27,Tarapacá,1,Alto Hospicio,Patricio Ferreira Rivera,0,Unidos Por La Dignidad,DC
28,Tarapacá,1,Camiña,Alex Carlos Sanchez,0,Chile Digno,IND
29,Tarapacá,1,Camiña,Marina Luna Platero,1,Chile Vamos,RN
30,Tarapacá,1,Camiña,Evelyn Mamani Viza,1,Independientes,IFP
31,Tarapacá,1,Colchane,Andres Garcia Flores,0,Chile Vamos,UDI
32,Tarapacá,1,Colchane,Javier Garcia Choque,0,Unidos Por La Dignidad,IND
33,Tarapacá,1,Huara,Jose Bartolo Vinaya,0,Chile Vamos,UDI
34,Tarapacá,1,Huara,Pamela Carvajal Carlos,1,Independientes,IFP
35,Tarapacá,1,Huara,Carlos Silva Riquelme,0,Independientes,IFP
36,Tarapacá,1,Huara,Oscar Pantoja Toro,0,Unidad Por El Apruebo,PS
37,Tarapacá,1,Iquique,Matias Ramirez Pascal,0,Chile Digno,PC
38,Tarapacá,1,Iquique,Daniela Solari Vega,1,Chile Vamos,IND
39,Tarapacá,1,Iquique,Francisco Alcayaga Motta,0,Ecologistas e Ind.,IND
40,Tarapacá,1,Iquique,Mauricio Soria Macchiavello,0,Unidad Por El Apruebo,IND
41,Tarapacá,1,Pica,Ivan Infante Chacon,0,Chile Vamos,IND
42,Tarapacá,1,Pica,Leonel Vilaxa Ramirez,0,Dignidad Ahora,IND
43,Tarapacá,1,Pica,Rodrigo Vargas Briones,0,Unidad Por El Apruebo,PR
44,Tarapacá,1,Pozo Almonte,Jose Muñoz Caceres,0,Chile Vamos,IND
45,Tarapacá,1,Pozo Almonte,Edwin Lopez Pavez,0,Independientes,IFP
46,Tarapacá,1,Pozo Almonte,Richard Godoy Aguirre,0,Unidos Por La Dignidad,DC
47,Antofagasta,3,Antofagasta,Pablo Iriarte Ramirez,0,Chile Digno,PC
48,Antofagasta,3,Antofagasta,Roberto Soto Alballay,0,Chile Vamos,UDI
49,Antofagasta,3,Antofagasta,Fabian Ossandon Briceño,0,Independientes,IFP
50,Antofagasta,3,Antofagasta,Jonathan Velasquez Ramirez,0,Independientes,IFP
51,Antofagasta,3,Antofagasta,Sebastian Videla Castillo,0,Independientes,IFP
52,Antofagasta,3,Antofagasta,Maria Verdugo Escobar,1,Independientes,IFP
53,Antofagasta,3,Antofagasta,Wilson Diaz Vasquez,0,Unidad Por El Apruebo,PS
54,Antofagasta,3,Calama,Eliecer Chamorro Vargas,0,Chile Digno,FRVS
55,Antofagasta,3,Calama,Daniel Agusto Perez,0,Chile Vamos,RN
56,Antofagasta,3,Calama,Miguel Ballesteros Candia,0,Frente Amplio,RD
57,Antofagasta,3,Calama,Jorge Olivares Puentes,0,Independientes,IFP
58,Antofagasta,3,Calama,Ledy Osandon Ferrer,1,Independientes,IFP
59,Antofagasta,3,Calama,Dinka Lopez Duran,1,Nuevo Tiempo,NT
60,Antofagasta,3,Calama,Carolina Latorre Cruz,1,Unidos Por La Dignidad,DC
61,Antofagasta,3,Maria Elena,Omar Norambuena Rivera,0,Chile Vamos,IND
62,Antofagasta,3,Maria Elena,Cristian Garrido Garrido,0,Dignidad Ahora,PH
63,Antofagasta,3,Maria Elena,Viviana Cuello Rivera,1,Independientes,IFP
64,Antofagasta,3,Maria Elena,Jorge Godoy Bolvaran,0,Unidad Por El Apruebo,PS
65,Antofagasta,3,Mejillones,Rodrigo Sanchez Alvarez,0,Chile Vamos,RN
66,Antofagasta,3,Mejillones,Enrique Venegas Avendaño,0,Independientes,IFP
67,Antofagasta,3,Mejillones,Sergio Vega Venegas,0,Independientes,IFP
68,Antofagasta,3,Mejillones,Marcelino Carvajal Ferreira,0,Unidad Por El Apruebo,PPD
69,Antofagasta,3,Ollagüe,Yessica Mamani Morales,1,Chile Digno,FRVS
70,Antofagasta,3,Ollagüe,Marcos Gaete Flores,0,Chile Vamos,UDI
71,Antofagasta,3,Ollagüe,Marlene Hurtado Mendoza,1,Frente Amplio,IND
72,Antofagasta,3,Ollagüe,Humberto Flores Gonzalez,0,Independientes,IFP
73,Antofagasta,3,Ollagüe,Victor Nina Huanca,0,Unidad Por El Apruebo,PPD
74,Antofagasta,3,San Pedro de At.,Justo Zuleta Santander,0,Chile Digno,IND
75,Antofagasta,3,San Pedro de At.,Aliro Catur Zuleta,0,Chile Vamos,IND
76,Antofagasta,3,San Pedro de At.,Manuel Garrido Hermosilla,0,Independientes,IFP
77,Antofagasta,3,San Pedro de At.,Sergio Cubillos Verasay,0,Independientes,IFP
78,Antofagasta,3,San Pedro de At.,Maria Veliz Guerra,1,Unidad Por El Apruebo,PR
79,Antofagasta,3,Sierra Gorda,Adriana Rivera Vega,1,Chile Vamos,RN
80,Antofagasta,3,Sierra Gorda,Deborah Paredes Cuevas,1,Independientes,IFP
81,Antofagasta,3,Sierra Gorda,Ingrid Guerrero Guerrero,1,Unidad Por El Apruebo,PS
82,Antofagasta,3,Taltal,Mario Acuña Villalobos,0,Independientes,IFP
83,Antofagasta,3,Taltal,Guillermo Hidalgo Ocampo,0,Independientes,IFP
84,Antofagasta,3,Taltal,Patricia Mujica Silva,1,Independientes,IFP
85,Antofagasta,3,Taltal,Mesac Molgas Mustafa,0,Independientes,IFP
86,Antofagasta,3,Taltal,Sergio Orellana Montejo,0,Unidad Por El Apruebo,PR
87,Antofagasta,3,Tocopilla,Jorge Perez Guaman,0,Chile Vamos,RN
88,Antofagasta,3,Tocopilla,Jaime Rojas Alata,0,Frente Amplio,COM
89,Antofagasta,3,Tocopilla,Juan Arriaza Gajardo,0,Independientes,IFP
90,Antofagasta,3,Tocopilla,Ljubica Kurtovic Cortes,1,Independientes,IFP
91,Antofagasta,3,Tocopilla,Luis Moyano Cruz,0,Independientes,IFP
92,Antofagasta,3,Tocopilla,Gonzalo Covarrubias Figueroa,0,Independientes,IFP
93,Antofagasta,3,Tocopilla,Pablo Pinasco Yañez,0,Unidad Por El Apruebo,PPD
94,Atacama,4,Alto Del Carmen,Diana Lobos Gajardo,1,Chile Vamos,RN
95,Atacama,4,Alto Del Carmen,Cristian Olivares Iriarte,0,Unidad Por El Apruebo,PR
96,Coquimbo,4,Andacollo,Angela Guerra Araya,1,Chile Vamos,IND
97,Coquimbo,4,Andacollo,Eduardo Duarte Yañez,0,Dignidad Ahora,PI
98,Coquimbo,4,Andacollo,Gerald Cerda Pizarro,0,Independientes,IFP
99,Coquimbo,4,Andacollo,Cristian Escalante Vega,0,Independientes,IFP
100,Coquimbo,4,Andacollo,Wilson Nuñez Zepeda,0,Unidad Por El Apruebo,PS
101,Atacama,4,Caldera,Emilio Bianchi Cañas,0,Chile Vamos,RN
102,Atacama,4,Caldera,Bernardo Hevia Garrido,0,Ecologistas e Ind.,IND
103,Atacama,4,Caldera,Carolina Gonzalez Hernandez,1,Independientes,IFP
104,Atacama,4,Caldera,Brunilda Gonzalez Anjel,1,Unidad Por El Apruebo,PPD
105,Coquimbo,4,Canela,Bernardo Leyton Lemus,0,Chile Digno,PC
106,Coquimbo,4,Canela,Marcial Salas Cortes,0,Chile Vamos,RN
107,Coquimbo,4,Canela,Ruben Cortes Campusano,0,Unidos Por La Dignidad,IND
108,Atacama,4,Chañaral,Raul Salas Aguilera,0,Chile Vamos,IND
109,Atacama,4,Chañaral,Nelida Valencia Figueroa,1,Independientes,IFP
110,Atacama,4,Chañaral,Melissa Varas Monsalve,1,Independientes,IFP
111,Atacama,4,Chañaral,Margarita Flores Salazar,1,Unidad Por El Apruebo,PR
112,Coquimbo,4,Combarbala,Sergio Araya Ramirez,0,Chile Digno,PC
113,Coquimbo,4,Combarbala,Katherine Galleguillos Zepeda,1,Frente Amplio,IND
114,Coquimbo,4,Combarbala,Renan Ugalde Meza,0,Independientes,IFP
115,Coquimbo,4,Combarbala,Egidio Ugalde Gomez,0,Independientes,IFP
116,Coquimbo,4,Combarbala,Pedro Castillo Diaz,0,Unidos Por La Dignidad,DC
117,Atacama,4,Copiapo,Luis Marcos Perez,0,Chile Digno,IND
118,Atacama,4,Copiapo,Maximiliano Barrionuevo Garcia,0,Chile Vamos,IND
119,Atacama,4,Copiapo,Oscar Araya Campos,0,Dignidad Ahora,IND
120,Atacama,4,Copiapo,Inti Salamanca Fernandez,0,Frente Amplio,COM
121,Atacama,4,Copiapo,Marcos Lopez Rivera,0,Unidos Por La Dignidad,IND
122,Coquimbo,4,Coquimbo,Fernando Viveros Reyes,0,Chile Digno,PC
123,Coquimbo,4,Coquimbo,Pedro Castillo Castillo,0,Chile Vamos,UDI
124,Coquimbo,4,Coquimbo,Ricardo Ledezma Jimenez,0,Independientes,IFP
125,Coquimbo,4,Coquimbo,Ali Kashan Lobos,0,Independientes,IFP
126,Coquimbo,4,Coquimbo,Moira Navea Diaz,1,Independientes,IFP
127,Coquimbo,4,Coquimbo,Marcelo Pereira Peralta,0,Unidos Por La Dignidad,DC
128,Atacama,4,Diego De Almagro,Maria Torrejon Rojas,1,Chile Digno,PC
129,Atacama,4,Diego De Almagro,Mario Araya Rojas,0,Chile Vamos,RN
130,Atacama,4,Diego De Almagro,Alonso Guerra Rivera,0,Unidad Por El Apruebo,PR
131,Atacama,4,Freirina,Nicolas Gallardo Martinez,0,Chile Vamos,RN
132,Atacama,4,Freirina,Cesar Orellana Orellana,0,Unidad Por El Apruebo,PS
133,Atacama,4,Huasco,Rony Acuña Borquez,0,Chile Vamos,UDI
134,Atacama,4,Huasco,Daniel Diaz Tirado,0,Independientes,IFP
135,Atacama,4,Huasco,Genaro Briceño Tapia,0,Independientes,IFP
136,Atacama,4,Huasco,Carmen Hidalgo Narrias,1,Unidad Por El Apruebo,PPD
137,Coquimbo,4,Illapel,Ernestina Sarmiento Rivera,1,Chile Vamos,IND
138,Coquimbo,4,Illapel,Patricio Astudillo Valencia,0,Frente Amplio,CS
139,Coquimbo,4,Illapel,Ricardo Castillo Castillo,0,Independientes,IFP
140,Coquimbo,4,Illapel,Luis Lemus Aracena,0,Independientes,IFP
141,Coquimbo,4,Illapel,Denis Cortes Aguilera,0,Unidos Por La Dignidad,DC
142,Coquimbo,4,La Higuera,Yerko Galleguillos Ossandon,0,Chile Vamos,UDI
143,Coquimbo,4,La Higuera,Uberlinda Aquea Barraza,1,Unidad Por El Apruebo,PS
144,Coquimbo,4,La Serena,Victor Castañeda Vargas,0,Chile Vamos,IND
145,Coquimbo,4,La Serena,Alex Garrido Tapia,0,Frente Amplio,COM
146,Coquimbo,4,La Serena,Juan Thenoux Ciudad,0,Independientes,IFP
147,Coquimbo,4,La Serena,Claudio Piña Novoa,0,Independientes,IFP
148,Coquimbo,4,La Serena,Roberto Jacob Jure,0,Unidad Por El Apruebo,PR
149,Coquimbo,4,Los Vilos,Manuel Marcarian Julio,0,Chile Digno,PC
150,Coquimbo,4,Los Vilos,Macarena Navea Espinoza,1,Chile Vamos,RN
151,Coquimbo,4,Los Vilos,Patricio Arauco Reyes,0,Frente Amplio,CS
152,Coquimbo,4,Los Vilos,Christian Gross Hidalgo,0,Independientes,IFP
153,Coquimbo,4,Los Vilos,Oscar Pereira Peralta,0,Independientes,IFP
154,Coquimbo,4,Los Vilos,Juan Hisi Espinoza,0,Independientes,IFP
155,Coquimbo,4,Los Vilos,Jocelyn Tordecilla Jorquera,1,Independientes,IFP
156,Coquimbo,4,Monte Patria,Hernan Borquez Castillo,0,Chile Digno,PC
157,Coquimbo,4,Monte Patria,Dario Molina Sanhueza,0,Chile Vamos,IND
158,Coquimbo,4,Monte Patria,Cristian Herrera Peña,0,Independientes,IFP
159,Coquimbo,4,Monte Patria,Camilo Ossandon Espinoza,0,Unidos Por La Dignidad,DC
160,Coquimbo,4,Ovalle,Miguel Solis Viera,0,Chile Digno,PC
161,Coquimbo,4,Ovalle,Rodrigo Galvez Perez,0,Dignidad Ahora,PH
162,Coquimbo,4,Ovalle,Mario Barrios Rojas,0,Frente Amplio,IND
163,Coquimbo,4,Ovalle,Claudio Renteria Larrondo,0,Independientes,IFP
164,Coquimbo,4,Ovalle,Hector Maluenda Cañete,0,Independientes,IFP
165,Coquimbo,4,Ovalle,Jeannette Medina Araya,1,Independientes,IFP
166,Coquimbo,4,Ovalle,Wladimir Pleticosic Orellana,0,Unidos Por La Dignidad,DC
167,Coquimbo,4,Paihuano,Hernan Ahumada Ahumada,0,Chile Vamos,RN
168,Coquimbo,4,Paihuano,Mario Rojas Rojas,0,Independientes,IFP
169,Coquimbo,4,Paihuano,Lorenzo Torres Medina,0,Unidad Por El Apruebo,IND
170,Coquimbo,4,Punitaqui,Hermes Diaz Rivera,0,Chile Vamos,EVO
171,Coquimbo,4,Punitaqui,Hugo Bolados Tapia,0,Frente Amplio,CS
172,Coquimbo,4,Punitaqui,Pedro Araya Zepeda,0,Independientes,IFP
173,Coquimbo,4,Punitaqui,Marta Carvajal Cortes,1,Independientes,IFP
174,Coquimbo,4,Punitaqui,Pedro Valdivia Ramirez,0,Independientes,IFP
175,Coquimbo,4,Punitaqui,Carlos Araya Bugueño,0,Independientes,IFP
176,Coquimbo,4,Punitaqui,Cedelinda Valdivia Moreno,1,Independientes,IFP
177,Coquimbo,4,Rio Hurtado,Solano Rivera Cortes,0,Chile Vamos,UDI
178,Coquimbo,4,Rio Hurtado,Carmen La Rivera,1,Independientes,IFP
179,Coquimbo,4,Rio Hurtado,Edgard Anjel Veliz,0,Independientes,IFP
180,Coquimbo,4,Rio Hurtado,Rosa Urqueta Gahona,1,Unidos Por La Dignidad,DC
181,Coquimbo,4,Salamanca,Luis Alegre Alcota,0,Chile Digno,PC
182,Coquimbo,4,Salamanca,Alejandro Tello Arata,0,Independientes,IFP
183,Coquimbo,4,Salamanca,Gerardo Rojas Escudero,0,Independientes,IFP
184,Coquimbo,4,Salamanca,Marcela Diaz Palacio,1,Independientes,IFP
185,Coquimbo,4,Salamanca,Angel Gonzalez Aguilera,0,Independientes,IFP
186,Coquimbo,4,Salamanca,Johnny Vinet Sias,0,Independientes,IFP
187,Coquimbo,4,Salamanca,Yerko Avalos Villarroel,0,Independientes,IFP
188,Coquimbo,4,Salamanca,Fernando Gallardo Pereira,0,Independientes,IFP
189,Coquimbo,4,Salamanca,Mario Chavez Ramirez,0,Independientes,IFP
190,Atacama,4,Tierra Amarilla,Cristobal Zuñiga Arancibia,0,Chile Digno,PC
191,Atacama,4,Tierra Amarilla,Carolina Gangas Sobarzo,1,Chile Vamos,IND
192,Atacama,4,Tierra Amarilla,Carlos Campbell Araya,0,Frente Amplio,RD
193,Atacama,4,Tierra Amarilla,Yhanss Delgado Quevedo,0,Independientes,IFP
194,Atacama,4,Tierra Amarilla,Luis Pacheco Pacheco,0,Independientes,IFP
195,Atacama,4,Tierra Amarilla,Monica Fuentes Rubilar,1,Independientes,IFP
196,Atacama,4,Tierra Amarilla,Joel Carrizo Diaz,0,Unidad Por El Apruebo,PS
197,Atacama,4,Vallenar,Pedro Ogalde Meneses,0,Chile Vamos,IND
198,Atacama,4,Vallenar,Alexis Lemus Campillay,0,Independientes,IFP
199,Atacama,4,Vallenar,Victor Isla Lutz,0,Independientes,IFP
200,Atacama,4,Vallenar,Ivan Mascareña Santana,0,Independientes,IFP
201,Atacama,4,Vallenar,Armando Flores Jimenez,0,Independientes,IFP
202,Atacama,4,Vallenar,Karina Zarate Rodriguez,1,Unidad Por El Apruebo,IND
203,Coquimbo,4,Vicuña,Mario Aros Carvajal,0,Chile Vamos,IND
204,Coquimbo,4,Vicuña,Eugenia Cifuentes Lillo,1,Independientes,IFP
205,Coquimbo,4,Vicuña,Rafael Vera Castillo,0,Unidos Por La Dignidad,DC
206,Valparaíso,5,Algarrobo,Jose Yañez Maldonado,0,Chile Vamos,UDI
207,Valparaíso,5,Algarrobo,Jessica Garcia Phillips,1,Independientes,IFP
208,Valparaíso,5,Algarrobo,Santiago Vera Torrealba,0,Independientes,IFP
209,Valparaíso,5,Algarrobo,Eduardo Salgado Reyes,0,Unión Patriotica,UPA
210,Valparaíso,5,Cabildo,Luis Rodriguez Sanhueza,0,Chile Vamos,RN
211,Valparaíso,5,Cabildo,Claudio Godoy Toro,0,Frente Amplio,CS
212,Valparaíso,5,Cabildo,Alberto Aliaga Diaz,0,Independientes,IFP
213,Valparaíso,5,Cabildo,Mario Alvarado Osorio,0,Independientes,IFP
214,Valparaíso,5,Cabildo,Victor Donoso Oyanedel,0,Unidos Por La Dignidad,DC
215,Valparaíso,5,Calera,Cinthy Miskulini Araya,1,Chile Digno,PC
216,Valparaíso,5,Calera,Trinidad Rojo Augusto,1,Chile Vamos,RN
217,Valparaíso,5,Calera,Ivanna Gonzalez Villalobos,1,Frente Amplio,CS
218,Valparaíso,5,Calera,Johnny Piraino Meneses,0,Independientes,IFP
219,Valparaíso,5,Calera,Nicolas Chahuan Veliz,0,Independientes,IFP
220,Valparaíso,5,Calera,Claudio Merino Cereijo,0,Independientes,IFP
221,Valparaíso,5,Calera,Eduardo Martinez Machuca,0,Unidos Por La Dignidad,DC
222,Valparaíso,5,Calle Larga,Juan Villarroel Salinas,0,Chile Vamos,RN
223,Valparaíso,5,Calle Larga,Marcelo Castillo Varas,0,Dignidad Ahora,PH
224,Valparaíso,5,Calle Larga,Dina Gonzalez Alfaro,1,Unidad Por El Apruebo,PS
225,Valparaíso,5,Cartagena,Raul Lorca Merino,0,Chile Vamos,PRI
226,Valparaíso,5,Cartagena,Bernardo Alvarez Garcia,0,Frente Amplio,COM
227,Valparaíso,5,Cartagena,Rodrigo Garcia Tapia,0,Unidad Por El Apruebo,PPD
228,Valparaíso,5,Casablanca,Rodrigo Martinez Roca,0,Chile Vamos,RN
229,Valparaíso,5,Casablanca,Francisco Riquelme Lopez,0,Frente Amplio,RD
230,Valparaíso,5,Casablanca,Ivan Duran Palma,0,Unidad Por El Apruebo,IND
231,Valparaíso,5,Catemu,Harry Bailey Valenzuela,0,Chile Vamos,IND
232,Valparaíso,5,Catemu,Benjamin Koch Chacon,0,Independientes,IFP
233,Valparaíso,5,Catemu,Rodrigo Diaz Brito,0,Independientes,IFP
234,Valparaíso,5,Catemu,Manuel Arancibia Morales,0,Independientes,IFP
235,Valparaíso,5,Catemu,Felipe Gonzalez Arancibia,0,Unidos Por La Dignidad,DC
236,Valparaíso,5,Concon,Jorge Valdovinos Gomez,0,Chile Vamos,IND
237,Valparaíso,5,Concon,Luis Rivera Caneo,0,Independientes,IFP
238,Valparaíso,5,Concon,Freddy Ramirez Villalobos,0,Independientes,IFP
239,Valparaíso,5,Concon,Pablo Rojas Daydi,0,Independientes,IFP
240,Valparaíso,5,Concon,Ricardo Urenda Herencia,0,Independientes,IFP
241,Valparaíso,5,Concon,Marcial Ortiz Flores,0,Unidos Por La Dignidad,DC
242,Valparaíso,5,Concon,Marcia Tapia Navia,1,Unión Patriotica,UPA
243,Valparaíso,5,El Quisco,Mario Perez Barrera,0,Chile Digno,PC
244,Valparaíso,5,El Quisco,Karime Chamal Ormeño,1,Chile Vamos,RN
245,Valparaíso,5,El Quisco,Jose Jofre Bustos,0,Independientes,IFP
246,Valparaíso,5,El Quisco,Dania Contreras Jimenez,1,Unidos Por La Dignidad,DC
247,Valparaíso,5,El Tabo,Gloria Carrasco Nuñez,1,Chile Vamos,RN
248,Valparaíso,5,El Tabo,Luis Garcia Jofre,0,Independientes,IFP
249,Valparaíso,5,El Tabo,Rodrigo Tobar Gallardo,0,Independientes,IFP
250,Valparaíso,5,El Tabo,Veronica Rojas Arenas,1,Independientes,IFP
251,Valparaíso,5,El Tabo,Yuri Ravest Fritz,0,Independientes,IFP
252,Valparaíso,5,El Tabo,Alfonso Muñoz Aravena,0,Unidad Por El Apruebo,PS
253,Valparaíso,5,Hijuelas,Karen Figueroa Lopez,1,Chile Vamos,IND
254,Valparaíso,5,Hijuelas,Fernando Carrasco Cabrera,0,Dignidad Ahora,PH
255,Valparaíso,5,Hijuelas,Jose Saavedra Ibacache,0,Independientes,IFP
256,Valparaíso,5,Hijuelas,Sergio Sanchez Rojas,0,Independientes,IFP
257,Valparaíso,5,Isla De Pascua,Julio Araki Tepano,0,Chile Vamos,UDI
258,Valparaíso,5,Isla De Pascua,Ivonne Nahoe Zamora,1,Independientes,IFP
259,Valparaíso,5,Isla De Pascua,Pedro Edmunds Paoa,0,Unidos Por La Dignidad,PRO
260,Valparaíso,5,Juan Fernandez,Diego Leon Tudela,0,Chile Vamos,IND
261,Valparaíso,5,Juan Fernandez,Pablo Manriquez Angulo,0,Unidad Por El Apruebo,IND
262,Valparaíso,5,La Cruz,Mirentxu Arraztoa Larrondo,1,Chile Vamos,UDI
263,Valparaíso,5,La Cruz,Andres Leiva Valencia,0,Independientes,IFP
264,Valparaíso,5,La Cruz,Filomena Navia Hevia,1,Unidad Por El Apruebo,PS
265,Valparaíso,5,La Ligua,Ruben Diaz Tapia,0,Chile Digno,PC
266,Valparaíso,5,La Ligua,Juan Ibacache Ibacache,0,Chile Vamos,RN
267,Valparaíso,5,La Ligua,Gary Leiva Rojo,0,Independientes,IFP
268,Valparaíso,5,La Ligua,Patricio Pallares Valenzuela,0,Independientes,IFP
269,Valparaíso,5,La Ligua,Ricardo Ferreira Ferreira,0,Unidad Por El Apruebo,PS
270,Valparaíso,5,La Ligua,Clarisa Seco Tapia,1,Unión Patriotica,UPA
271,Valparaíso,5,Limache,Daniel Morales Espindola,0,Chile Vamos,RN
272,Valparaíso,5,Limache,Sebastian Balbontin Bustamante,0,Frente Amplio,RD
273,Valparaíso,5,Limache,Danilo Sandoval Sarabia,0,Independientes,IFP
274,Valparaíso,5,Limache,Francisco Arias Teruel,0,Unión Patriotica,UPA
275,Valparaíso,5,Llaillay,Carlos Miranda Rozas,0,Chile Digno,PC
276,Valparaíso,5,Llaillay,Fernando Astorga Terraza,0,Chile Vamos,IND
277,Valparaíso,5,Llaillay,Edgardo Gonzalez Arancibia,0,Unidos Por La Dignidad,DC
278,Valparaíso,5,Los Andes,Miguel Henriquez Celedon,0,Chile Digno,PC
279,Valparaíso,5,Los Andes,Manuel Rivera Martinez,0,Chile Vamos,UDI
280,Valparaíso,5,Los Andes,Benigno Retamal Rodriguez,0,Frente Amplio,IND
281,Valparaíso,5,Los Andes,Marcelo Merino Vergara,0,Unidad Por El Apruebo,PR
282,Valparaíso,5,Nogales,Jonathan Vasquez Leon,0,Chile Digno,PC
283,Valparaíso,5,Nogales,Margarita Osorio Pizarro,1,Chile Vamos,IND
284,Valparaíso,5,Nogales,Ricardo Aliaga Gomez,0,Unidos Por La Dignidad,DC
285,Valparaíso,5,Olmue,Javier Puiggros Vogel,0,Chile Vamos,EVO
286,Valparaíso,5,Olmue,Jorge Jil Herrera,0,Dignidad Ahora,PH
287,Valparaíso,5,Olmue,Noemi Caceres Rojas,1,Independientes,IFP
288,Valparaíso,5,Olmue,Anita Vergara Estay,1,Independientes,IFP
289,Valparaíso,5,Olmue,Ramon Frez Arancibia,0,Republicanos,PREP
290,Valparaíso,5,Olmue,Alejandro Collao Reyes,0,Unidos Por La Dignidad,IND
291,Valparaíso,5,Panquehue,Margarita Velez Malgue,1,Chile Vamos,UDI
292,Valparaíso,5,Panquehue,Magali Sepulveda Contreras,1,Independientes,IFP
293,Valparaíso,5,Panquehue,Gonzalo Vergara Lizana,0,Unidos Por La Dignidad,DC
294,Valparaíso,5,Papudo,Claudia Adasme Donoso,1,Chile Vamos,RN
295,Valparaíso,5,Papudo,Raquel Gonzalez Espinosa,1,Frente Amplio,RD
296,Valparaíso,5,Papudo,Rodolfo Fernandez Alfaro,0,Independientes,IFP
297,Valparaíso,5,Papudo,Manuel Berrios Morales,0,Independientes,IFP
298,Valparaíso,5,Papudo,Jaime Ahumada Robles,0,Unidos Por La Dignidad,DC
299,Valparaíso,5,Papudo,Marcel Claude Reyes,0,Unión Patriotica,UPA
300,Valparaíso,5,Petorca,Gustavo Henriquez Toledo,0,Chile Vamos,IND
301,Valparaíso,5,Petorca,Monica Flores Vivanco,1,Dignidad Ahora,PI
302,Valparaíso,5,Petorca,Gonzalo Arenas Flores,0,Independientes,IFP
303,Valparaíso,5,Petorca,Moises Saavedra Castro,0,Independientes,IFP
304,Valparaíso,5,Petorca,Ignacio Villalobos Henriquez,0,Independientes,IFP
305,Valparaíso,5,Petorca,Rodrigo Cuevas Vivanco,0,Unidos Por La Dignidad,DC
306,Valparaíso,5,Puchuncavi,Marcos Morales Ureta,0,Chile Vamos,IND
307,Valparaíso,5,Puchuncavi,Ana Villarroel Pacheco,1,Independientes,IFP
308,Valparaíso,5,Puchuncavi,Eliana Olmos Solis,1,Independientes,IFP
309,Valparaíso,5,Puchuncavi,Hugo Rojas Julio,0,Independientes,IFP
310,Valparaíso,5,Puchuncavi,Eduardo Veas Ogaz,0,Independientes,IFP
311,Valparaíso,5,Puchuncavi,Javiera Gaete Mendoza,1,Unidad Por El Apruebo,PR
312,Valparaíso,5,Putaendo,Javier Pizarro Gajardo,0,Chile Digno,PC
313,Valparaíso,5,Putaendo,Julio Aravena Cespedes,0,Chile Vamos,RN
314,Valparaíso,5,Putaendo,Veronica Barrera Alfaro,1,Frente Amplio,CS
315,Valparaíso,5,Putaendo,Julio Calderon Cortes,0,Independientes,IFP
316,Valparaíso,5,Putaendo,Patricio Gonzalez Nuñez,0,Independientes,IFP
317,Valparaíso,5,Putaendo,Mauricio Quiroz Chamorro,0,Independientes,IFP
318,Valparaíso,5,Putaendo,Lorena Veliz Flores,1,Independientes,IFP
319,Valparaíso,5,Putaendo,Fabian Muñoz Diaz,0,Unidad Por El Apruebo,PS
320,Valparaíso,5,Putaendo,Ulises Tobar Cassi,0,Unidos Por La Dignidad,DC
