id,región,región1,comuna,nombre,sexo,pacto,subpacto,partido
1,Arica,0.5,Arica,Dolores Cautivo Ahumada,1,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,PC
2,Arica,0.5,Arica,Ninoska Gonzalez Flores,1,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,PC
3,Arica,0.5,Arica,Pablo Ponce Ponce,0,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,PC
4,Arica,0.5,Arica,Scarleth Fernandez Pinto,1,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,PC
5,Arica,0.5,Arica,Alfredo Tapia Contreras,0,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,PC
6,Arica,0.5,Camarones,Pedro Rivera Bustos,0,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,PC
7,Arica,0.5,Arica,Alejandra Tapia Rojas,1,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,FRVS
8,Arica,0.5,Arica,Patricia Solano Garrido,1,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,FRVS
9,Arica,0.5,Arica,Juan Coñoman Quiñones,0,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,FRVS
10,Arica,0.5,Arica,Luis Fierro Sandoval,0,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,FRVS
11,Arica,0.5,Arica,David Padilla Ramirez,0,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,Independientes
12,Arica,0.5,Putre,Jose Gamboa Morales,0,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,Independientes
13,Arica,0.5,Putre,Juan Vasquez Gamboa,0,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,Independientes
14,Arica,0.5,Putre,Francisca Gamboa Silva,1,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,Independientes
15,Arica,0.5,Arica,Arturo Carreño Calvo,0,Chile Vamos - Pri E Independientes,,IND
16,Arica,0.5,Arica,Andrea Ferry Postel,1,Chile Vamos - Pri E Independientes,,IND
17,Arica,0.5,Arica,Marco Perez Chapa,0,Chile Vamos - Pri E Independientes,,IND
18,Arica,0.5,Camarones,Gisela Manzanares Calle,1,Chile Vamos - Pri E Independientes,,IND
19,Arica,0.5,Camarones,Marlene Montecinos Madueño,1,Chile Vamos - Pri E Independientes,,IND
20,Arica,0.5,Camarones,Sergio Viza Huayta,0,Chile Vamos - Pri E Independientes,,IND
21,Arica,0.5,General Lagos,Stephanie Alave Alvarez,1,Chile Vamos - Pri E Independientes,,IND
22,Arica,0.5,General Lagos,Angel Mita Tancara,0,Chile Vamos - Pri E Independientes,,IND
23,Arica,0.5,General Lagos,Pablo Villalobos Quispe,0,Chile Vamos - Pri E Independientes,,IND
24,Arica,0.5,General Lagos,Wilma Alave Condori,1,Chile Vamos - Pri E Independientes,,IND
25,Arica,0.5,Putre,Javier Llusco Ajata,0,Chile Vamos - Pri E Independientes,,IND
26,Arica,0.5,Putre,Nancy Gomez Calizaya,1,Chile Vamos - Pri E Independientes,,IND
27,Arica,0.5,Arica,Angie Lemo Chang,1,Chile Vamos - Pri E Independientes,,PRI
28,Arica,0.5,Arica,Gaston Padilla Ramirez,0,Chile Vamos - Pri E Independientes,,PRI
29,Arica,0.5,Arica,Claudio Segovia Cifuentes,0,Chile Vamos - Pri E Independientes,,PRI
30,Arica,0.5,Arica,Miguel Caceres Hernandez,0,Chile Vamos - Pri E Independientes,,PRI
31,Arica,0.5,Arica,Geraldine Alarcon Rojas,1,Chile Vamos - Pri E Independientes,,PRI
32,Arica,0.5,Camarones,Sandra Montoya Fuentes,1,Chile Vamos - Pri E Independientes,,PRI
33,Arica,0.5,Camarones,Rodrigo Opazo Huck,0,Chile Vamos - Pri E Independientes,,PRI
34,Arica,0.5,Arica,Johan Perez Vargas,0,Chile Vamos Evopoli - Independientes,,EVO
35,Arica,0.5,Arica,Valerie Montecinos Valenzuela,1,Chile Vamos Evopoli - Independientes,,EVO
36,Arica,0.5,Arica,Constanza Armijo Leiva,1,Chile Vamos Evopoli - Independientes,,EVO
37,Arica,0.5,Arica,Bastian Ayca Rios,0,Chile Vamos Evopoli - Independientes,,EVO
38,Arica,0.5,Camarones,Priscila Toro Azocar,1,Chile Vamos Evopoli - Independientes,,EVO
39,Arica,0.5,Putre,Marcelo De Arce,0,Chile Vamos Evopoli - Independientes,,EVO
40,Arica,0.5,Putre,Andres Garcia Perez,0,Chile Vamos Evopoli - Independientes,,EVO
41,Arica,0.5,Putre,Miguel Fernandez Rojas,0,Chile Vamos Evopoli - Independientes,,EVO
42,Arica,0.5,Arica,Marisol Pinto Leyton,1,Chile Vamos Evopoli - Independientes,,IND
43,Arica,0.5,Arica,Milenko Silva Saravia,0,Chile Vamos Evopoli - Independientes,,IND
44,Arica,0.5,Arica,Rosa Vilches Valencia,1,Chile Vamos Evopoli - Independientes,,IND
45,Arica,0.5,Camarones,Yaneri Vargas Vilches,1,Chile Vamos Evopoli - Independientes,,IND
46,Arica,0.5,Camarones,Wilfredo Alvarado Zavala,0,Chile Vamos Evopoli - Independientes,,IND
47,Arica,0.5,Camarones,Daniel Jofre Ramirez,0,Chile Vamos Evopoli - Independientes,,IND
48,Arica,0.5,Camarones,Sandra Montevilla Mamani,1,Chile Vamos Evopoli - Independientes,,IND
49,Arica,0.5,General Lagos,Elisa Yucra Huaylla,1,Chile Vamos Evopoli - Independientes,,IND
50,Arica,0.5,Putre,Rene Cerda Castro,0,Chile Vamos Evopoli - Independientes,,IND
51,Arica,0.5,Arica,Carolina Medalla Alcayaga,1,Chile Vamos Renovacion Nacional - Independientes,,IND
52,Arica,0.5,Camarones,Camila Acuña Chura,1,Chile Vamos Renovacion Nacional - Independientes,,IND
53,Arica,0.5,Camarones,Delia Valdez Godoy,1,Chile Vamos Renovacion Nacional - Independientes,,IND
54,Arica,0.5,General Lagos,Patricia Choquehuanca Nina,1,Chile Vamos Renovacion Nacional - Independientes,,IND
55,Arica,0.5,General Lagos,Andres Caceres Alvarez,0,Chile Vamos Renovacion Nacional - Independientes,,IND
56,Arica,0.5,General Lagos,Veronica Mita Tancara,1,Chile Vamos Renovacion Nacional - Independientes,,IND
57,Arica,0.5,Putre,Juan Lobos Subieta,0,Chile Vamos Renovacion Nacional - Independientes,,IND
58,Arica,0.5,Arica,Juan Chinga Palma,0,Chile Vamos Renovacion Nacional - Independientes,,RN
59,Arica,0.5,Arica,Ivan Carrasco Vergara,0,Chile Vamos Renovacion Nacional - Independientes,,RN
60,Arica,0.5,Arica,Josshua Rivera Tarque,0,Chile Vamos Renovacion Nacional - Independientes,,RN
61,Arica,0.5,Arica,Karen Rocha Villalba,1,Chile Vamos Renovacion Nacional - Independientes,,RN
62,Arica,0.5,Arica,Sebastian Troncoso Molina,0,Chile Vamos Renovacion Nacional - Independientes,,RN
63,Arica,0.5,Arica,Ramon Williamson Cordova,0,Chile Vamos Renovacion Nacional - Independientes,,RN
64,Arica,0.5,Camarones,Daniela Brañez Lobos,1,Chile Vamos Renovacion Nacional - Independientes,,RN
65,Arica,0.5,Camarones,Graciela Diaz Araya,1,Chile Vamos Renovacion Nacional - Independientes,,RN
66,Arica,0.5,Camarones,Carlos Gonzalez Godoy,0,Chile Vamos Renovacion Nacional - Independientes,,RN
67,Arica,0.5,General Lagos,Silvia Mendoza Condori,1,Chile Vamos Renovacion Nacional - Independientes,,RN
68,Arica,0.5,General Lagos,Alejandro Flores Huaylla,0,Chile Vamos Renovacion Nacional - Independientes,,RN
69,Arica,0.5,Putre,Alicia Quispe Delgado,1,Chile Vamos Renovacion Nacional - Independientes,,RN
70,Arica,0.5,Putre,Segundo Zubieta Loza,0,Chile Vamos Renovacion Nacional - Independientes,,RN
71,Arica,0.5,Putre,Alexander Ventura Blanco,0,Chile Vamos Renovacion Nacional - Independientes,,RN
72,Arica,0.5,Arica,Stephanie Jeldrez Ortiz,1,Chile Vamos Udi - Independientes,,IND
73,Arica,0.5,Camarones,Jessica Valdez Aranibar,1,Chile Vamos Udi - Independientes,,IND
74,Arica,0.5,Camarones,Jeanette Saavedra Mamani,1,Chile Vamos Udi - Independientes,,IND
75,Arica,0.5,Camarones,Ivonne Luque Mamani,1,Chile Vamos Udi - Independientes,,IND
76,Arica,0.5,Camarones,Ana Gonzalez Rojas,1,Chile Vamos Udi - Independientes,,IND
77,Arica,0.5,Camarones,Julia Gonzalez Fuentes,1,Chile Vamos Udi - Independientes,,IND
78,Arica,0.5,General Lagos,Alfonso Flores Chura,0,Chile Vamos Udi - Independientes,,IND
79,Arica,0.5,Putre,Jeannette Huanca Huanca,1,Chile Vamos Udi - Independientes,,IND
80,Arica,0.5,Putre,Maria Arias Santos,1,Chile Vamos Udi - Independientes,,IND
81,Arica,0.5,Putre,Javier Tito Huaylla,0,Chile Vamos Udi - Independientes,,IND
82,Arica,0.5,Putre,Armando Huanca Limari,0,Chile Vamos Udi - Independientes,,IND
83,Arica,0.5,Arica,Teresa Carrizo Corvacho,1,Chile Vamos Udi - Independientes,,UDI
84,Arica,0.5,Arica,Gabriela Rocha Ralde,1,Chile Vamos Udi - Independientes,,UDI
85,Arica,0.5,Arica,Max Schauer Fernandez,0,Chile Vamos Udi - Independientes,,UDI
86,Arica,0.5,Arica,Carlos Camp Montaner,0,Chile Vamos Udi - Independientes,,UDI
87,Arica,0.5,Arica,Jorge Cartagena Chavez,0,Chile Vamos Udi - Independientes,,UDI
88,Arica,0.5,Arica,Luis Herrera Plaza,0,Chile Vamos Udi - Independientes,,UDI
89,Arica,0.5,Arica,Rodrigo Alvarado Valencia,0,Chile Vamos Udi - Independientes,,UDI
90,Arica,0.5,Camarones,America Calle Calle,1,Chile Vamos Udi - Independientes,,UDI
91,Arica,0.5,General Lagos,Carlos Sucso Chura,0,Chile Vamos Udi - Independientes,,UDI
92,Arica,0.5,Arica,Felicidad Vertiz Blanco,1,Dignidad Ahora,Humanicemos Chile,Independientes
93,Arica,0.5,Arica,Anibal Diaz Gonzalez,0,Dignidad Ahora,Humanicemos Chile,Independientes
94,Arica,0.5,Arica,Eva Chang Chambe,1,Dignidad Ahora,Humanicemos Chile,Independientes
95,Arica,0.5,Arica,Felix Milanes Calvo,0,Dignidad Ahora,Humanicemos Chile,Independientes
96,Arica,0.5,Arica,Alejandro Chang Manriquez,0,Dignidad Ahora,Humanicemos Chile,Independientes
97,Arica,0.5,Camarones,Amadiel Codoceo Castro,0,Dignidad Ahora,Humanicemos Chile,Independientes
98,Arica,0.5,Camarones,Lissette Ruiz Zubieta,1,Dignidad Ahora,Humanicemos Chile,Independientes
99,Arica,0.5,Camarones,Pablo Dinamarca Caucott,0,Dignidad Ahora,Humanicemos Chile,Independientes
100,Arica,0.5,Camarones,Cristian Choque Bissa,0,Dignidad Ahora,Humanicemos Chile,Independientes
101,Arica,0.5,Putre,Richard Fernandez Chavez,0,Dignidad Ahora,Humanicemos Chile,Independientes
102,Arica,0.5,Putre,Haylen Chang Cutipa,1,Dignidad Ahora,Humanicemos Chile,Independientes
103,Arica,0.5,Putre,Susy Gomez Cerda,1,Dignidad Ahora,Humanicemos Chile,Independientes
104,Arica,0.5,Putre,Luis Mamani Sanchez,0,Dignidad Ahora,Humanicemos Chile,Independientes
105,Arica,0.5,Arica,Maria Leiva Gonzalez,1,Dignidad Ahora,Humanicemos Chile,PH
106,Arica,0.5,Arica,Jenny Orellana Iturra,1,Dignidad Ahora,Humanicemos Chile,PH
107,Arica,0.5,Arica,Gabriel Fernandez Canque,0,Dignidad Ahora,Humanicemos Chile,PH
108,Arica,0.5,Arica,Amalia Pizarro Carrazana,1,Frente Amplio,Partido Comunes E Independientes,Independientes
109,Arica,0.5,Arica,Maximiliano Manriquez Perez,0,Frente Amplio,Partido Liberal E Independientes,Independientes
110,Arica,0.5,Arica,Lorena Cortez Leiva,1,Frente Amplio,Partido Liberal E Independientes,Independientes
111,Arica,0.5,Arica,Cristian Rodriguez Sanhueza,0,Frente Amplio,Partido Liberal E Independientes,Independientes
112,Arica,0.5,Arica,Paulina Mora Moreno,1,Frente Amplio,Partido Liberal E Independientes,Independientes
113,Arica,0.5,Arica,Roberto Torres Tordoya,0,Frente Amplio,Partido Liberal E Independientes,Independientes
114,Arica,0.5,Camarones,Lizardo Zubieta Medina,0,Frente Amplio,Partido Liberal E Independientes,Independientes
115,Arica,0.5,Camarones,Yovana Soto Calle,1,Frente Amplio,Partido Liberal E Independientes,Independientes
116,Arica,0.5,Camarones,Manuel Alvarado Aravena,0,Frente Amplio,Partido Liberal E Independientes,Independientes
117,Arica,0.5,Camarones,Jorge Mamani Condori,0,Frente Amplio,Partido Liberal E Independientes,Independientes
118,Arica,0.5,Camarones,Vilma Godoy Condori,1,Frente Amplio,Partido Liberal E Independientes,Independientes
119,Arica,0.5,Putre,Daniel Medina Choque,0,Frente Amplio,Partido Liberal E Independientes,Independientes
120,Arica,0.5,Putre,Adolfo Gonzalez Roncal,0,Frente Amplio,Partido Liberal E Independientes,Independientes
121,Arica,0.5,Arica,Esperanza Zarate Urquieta,1,Frente Amplio,Partido Liberal E Independientes,PL
122,Arica,0.5,Camarones,Jonathan Yante Chambe,0,Independientes,,IFP
123,Arica,0.5,Arica,Daniel Chipana Castro,0,Radicales E Independientes,,IND
124,Arica,0.5,Arica,Hernan Mery Ahumada,0,Radicales E Independientes,,IND
125,Arica,0.5,Camarones,Alfredo Pacasa Acevedo,0,Radicales E Independientes,,IND
126,Arica,0.5,Arica,Emiliano Orellana Navarro,0,Radicales E Independientes,,PR
127,Arica,0.5,Arica,Olga Testa Camp,1,Radicales E Independientes,,PR
128,Arica,0.5,Arica,Cecilia Palleres Veas,1,Radicales E Independientes,,PR
129,Arica,0.5,Arica,Mario Guerrero Schurter,0,Radicales E Independientes,,PR
130,Arica,0.5,Arica,Nelly Espinoza Mendiguetti,1,Radicales E Independientes,,PR
131,Arica,0.5,Arica,Hilda Silva Pereira,1,Radicales E Independientes,,PR
132,Arica,0.5,Arica,Cecilia Chang Perez,1,Radicales E Independientes,,PR
133,Arica,0.5,Arica,Patricio Ramirez Silva,0,Radicales E Independientes,,PR
134,Arica,0.5,Camarones,America Ajata Choque,1,Radicales E Independientes,,PR
135,Arica,0.5,Camarones,Rene Viza Quenaya,0,Radicales E Independientes,,PR
136,Arica,0.5,Camarones,Claudia Ortega Bustos,1,Radicales E Independientes,,PR
137,Arica,0.5,Camarones,Humberto Sana Lazaro,0,Radicales E Independientes,,PR
138,Arica,0.5,Camarones,Jorge Veliz Barraza,0,Radicales E Independientes,,PR
139,Arica,0.5,Arica,Juan Estefan Urizar,0,Unidad Por El Apruebo Ps Ppd E Independientes,Ppd E Independientes,Independientes
140,Arica,0.5,Arica,Silvia Muñoz Donoso,1,Unidad Por El Apruebo Ps Ppd E Independientes,Ppd E Independientes,Independientes
141,Arica,0.5,Arica,Nedelko Dekovic Escobar,0,Unidad Por El Apruebo Ps Ppd E Independientes,Ppd E Independientes,Independientes
142,Arica,0.5,Arica,Rolando Alarcon Rodriguez,0,Unidad Por El Apruebo Ps Ppd E Independientes,Ppd E Independientes,Independientes
143,Arica,0.5,Putre,Carolina Imaña Inquiltupa,1,Unidad Por El Apruebo Ps Ppd E Independientes,Ppd E Independientes,Independientes
144,Arica,0.5,Putre,Edie Zegarra Santos,0,Unidad Por El Apruebo Ps Ppd E Independientes,Ppd E Independientes,Independientes
145,Arica,0.5,Camarones,Raul Ibarra Montecinos,0,Unidad Por El Apruebo Ps Ppd E Independientes,Ppd E Independientes,PPD
146,Arica,0.5,Camarones,Monica Muñoz Sarmiento,1,Unidad Por El Apruebo Ps Ppd E Independientes,Ppd E Independientes,PPD
147,Arica,0.5,Camarones,Mauricio Jeldes Ñave,0,Unidad Por El Apruebo Ps Ppd E Independientes,Ppd E Independientes,PPD
148,Arica,0.5,Putre,Jose Sarco Jimenez,0,Unidad Por El Apruebo Ps Ppd E Independientes,Ppd E Independientes,PPD
149,Arica,0.5,Arica,Mario Mamani Fernandez,0,Unidad Por El Apruebo Ps Ppd E Independientes,Ps E Independientes,Independientes
150,Arica,0.5,Camarones,Esthepanie Silva Sepulveda,1,Unidad Por El Apruebo Ps Ppd E Independientes,Ps E Independientes,Independientes
151,Arica,0.5,Camarones,Freddy Flores Condori,0,Unidad Por El Apruebo Ps Ppd E Independientes,Ps E Independientes,Independientes
152,Arica,0.5,Putre,Herman Gutierrez Coloma,0,Unidad Por El Apruebo Ps Ppd E Independientes,Ps E Independientes,Independientes
153,Arica,0.5,Putre,Luis Araya Villazon,0,Unidad Por El Apruebo Ps Ppd E Independientes,Ps E Independientes,Independientes
154,Arica,0.5,Arica,Camilo Valdes Vega,0,Unidad Por El Apruebo Ps Ppd E Independientes,Ps E Independientes,PS
155,Arica,0.5,Arica,Ricardo Asis Cortes,0,Unidad Por El Apruebo Ps Ppd E Independientes,Ps E Independientes,PS
156,Arica,0.5,Arica,Javier Galeas Figueroa,0,Unidad Por El Apruebo Ps Ppd E Independientes,Ps E Independientes,PS
157,Arica,0.5,Arica,Evelyn Garcia Vega,1,Unidad Por El Apruebo Ps Ppd E Independientes,Ps E Independientes,PS
158,Arica,0.5,Putre,Cristian Zarzuri Arenas,0,Unidad Por El Apruebo Ps Ppd E Independientes,Ps E Independientes,PS
159,Arica,0.5,Arica,Francisco Ramos Fuentes,0,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",DC
160,Arica,0.5,Arica,Trinidad Parra Correa,1,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",DC
161,Arica,0.5,Arica,Raul Ossandon Vasquez,0,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",DC
162,Arica,0.5,Arica,Jorge Mollo Vargas,0,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",DC
163,Arica,0.5,Arica,Raul Collado Contreras,0,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",DC
164,Arica,0.5,Camarones,Sergio Palomino Romero,0,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",DC
165,Arica,0.5,General Lagos,Patricio Flores Blas,0,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",DC
166,Arica,0.5,General Lagos,Marcelo Gonzalez Olivares,0,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",DC
167,Arica,0.5,Putre,Marlene Mollo Vargas,1,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",DC
168,Arica,0.5,Arica,Sergio Perez Vallejos,0,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",Independientes
169,Arica,0.5,Arica,Maria Medel Rivera,1,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",Independientes
170,Arica,0.5,Arica,Alexis Cortes Diaz,0,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",Independientes
171,Arica,0.5,Camarones,Angelo Rodriguez Rodriguez,0,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",Independientes
172,Arica,0.5,Camarones,Carla Albornoz Salgado,1,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",Independientes
173,Arica,0.5,Camarones,Eusebio Mamani Choque,0,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",Independientes
174,Arica,0.5,Camarones,Claudia Candia Barrientos,1,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",Independientes
175,Arica,0.5,General Lagos,Carlota Flores Zarzuri,1,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",Independientes
176,Arica,0.5,General Lagos,Jorge Maita Blas,0,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",Independientes
177,Arica,0.5,General Lagos,Luisa Flores Huaylla,1,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",Independientes
178,Arica,0.5,General Lagos,Gladys Alave Cruz,1,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",Independientes
179,Arica,0.5,Arica,Angel Tavali Perez,0,Unidos Por La Dignidad,"Dc, Pro, Ciudadanos E Independientes",PRO
180,Tarapacá,1,Huara,Gabriel Miranda Mesias,0,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,Independientes
181,Tarapacá,1,Pica,Leonardo Palape Palape,0,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,Independientes
182,Tarapacá,1,Pozo Almonte,Mackarena Guisa Varela,1,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,Independientes
183,Tarapacá,1,Pozo Almonte,Marco Hernandez Clarck,0,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,Independientes
184,Tarapacá,1,Alto Hospicio,Karl Harder Llanos,0,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,PC
185,Tarapacá,1,Alto Hospicio,Humberto Galaz Rojas,0,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,PC
186,Tarapacá,1,Iquique,Bernardo Petersen Barreda,0,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,PC
187,Tarapacá,1,Iquique,Arline Oro Avalos,1,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,PC
188,Tarapacá,1,Iquique,Varinia Galindo Salamanca,1,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,PC
189,Tarapacá,1,Iquique,Sebastian Vergara Alfaro,0,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,PC
190,Tarapacá,1,Iquique,Claudio Vila Bustillos,0,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,PC
191,Tarapacá,1,Pica,Francisco Cabezas Cortes,0,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,PC
192,Tarapacá,1,Pica,Carla Loyola Cantillano,1,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,PC
193,Tarapacá,1,Pozo Almonte,Cristian Diaz Bustamante,0,Chile Digno Verde Y Soberano,Partido Comunista E Independientes,PC
194,Tarapacá,1,Alto Hospicio,Gigliola Inostroza Escarate,1,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,FRVS
195,Tarapacá,1,Alto Hospicio,Ester Cisternas Vera,1,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,FRVS
196,Tarapacá,1,Alto Hospicio,Giselle Muñoz Gonzalez,1,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,FRVS
197,Tarapacá,1,Camiña,Leoria Chamaca Vilches,1,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,FRVS
198,Tarapacá,1,Huara,Juan Fernandez Viza,0,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,FRVS
199,Tarapacá,1,Iquique,Washington Santos Aros,0,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,FRVS
200,Tarapacá,1,Iquique,Luis Cortes Reyes,0,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,FRVS
201,Tarapacá,1,Camiña,Wendy Viza Aguilar,1,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,Independientes
202,Tarapacá,1,Camiña,Jorge Mamani Choque,0,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,Independientes
203,Tarapacá,1,Camiña,Deyvidt Thadani Mamani,0,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,Independientes
204,Tarapacá,1,Colchane,Erwin Challapa Choque,0,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,Independientes
205,Tarapacá,1,Colchane,Maribel Mamani Garcia,1,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,Independientes
206,Tarapacá,1,Colchane,Isidro Challapa Challapa,0,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,Independientes
207,Tarapacá,1,Colchane,Yamil Garcia Choque,0,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,Independientes
208,Tarapacá,1,Colchane,Yolanda Flores Garibay,1,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,Independientes
209,Tarapacá,1,Iquique,Gabriela Rojas Claro,1,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,Independientes
210,Tarapacá,1,Iquique,Miguel Rocha Sarmiento,0,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,Independientes
211,Tarapacá,1,Iquique,Manuel Garces Pinto,0,Chile Digno Verde Y Soberano,Partido Federacion Regionalista Verde Social E Independientes,Independientes
212,Tarapacá,1,Iquique,Luis Brajida Sandoval,0,Chile Vamos Evopoli - Independientes,,EVO
213,Tarapacá,1,Iquique,Yasna Jimenez Gonzalez,1,Chile Vamos Evopoli - Independientes,,EVO
214,Tarapacá,1,Iquique,Francisco Diaz Espinoza,0,Chile Vamos Evopoli - Independientes,,EVO
215,Tarapacá,1,Iquique,Claudio Gonzalez Campodonico,0,Chile Vamos Evopoli - Independientes,,EVO
216,Tarapacá,1,Iquique,Wanda Astorga Espinoza,1,Chile Vamos Evopoli - Independientes,,IND
217,Tarapacá,1,Iquique,Cristian Cofre Paez,0,Chile Vamos Evopoli - Independientes,,IND
218,Tarapacá,1,Iquique,Betty Terrazas Soza,1,Chile Vamos Evopoli - Independientes,,IND
219,Tarapacá,1,Iquique,Jaime Fuentes Poblete,0,Chile Vamos Evopoli - Independientes,,IND
220,Tarapacá,1,Alto Hospicio,Carlos Caro Ramirez,0,Chile Vamos Renovacion Nacional - Independientes,,IND
221,Tarapacá,1,Alto Hospicio,Pablo Silva Sanchez,0,Chile Vamos Renovacion Nacional - Independientes,,IND
222,Tarapacá,1,Camiña,Pablo Castro Castro,0,Chile Vamos Renovacion Nacional - Independientes,,IND
223,Tarapacá,1,Colchane,Manuel Cavieres Varas,0,Chile Vamos Renovacion Nacional - Independientes,,IND
224,Tarapacá,1,Colchane,Gabriela Challapa Mamani,1,Chile Vamos Renovacion Nacional - Independientes,,IND
225,Tarapacá,1,Colchane,Alexander Challapa Rodriguez,0,Chile Vamos Renovacion Nacional - Independientes,,IND
226,Tarapacá,1,Colchane,Guillermo Moscoso Mamani,0,Chile Vamos Renovacion Nacional - Independientes,,IND
227,Tarapacá,1,Huara,Paola Ramirez Sannelli,1,Chile Vamos Renovacion Nacional - Independientes,,IND
228,Tarapacá,1,Iquique,Jhon Burg Sepulveda,0,Chile Vamos Renovacion Nacional - Independientes,,IND
229,Tarapacá,1,Iquique,Ruth Salinas Avalos,1,Chile Vamos Renovacion Nacional - Independientes,,IND
230,Tarapacá,1,Iquique,Cristian Tapia Gomez,0,Chile Vamos Renovacion Nacional - Independientes,,IND
231,Tarapacá,1,Pica,Alejandro Chacon Brañez,0,Chile Vamos Renovacion Nacional - Independientes,,IND
232,Tarapacá,1,Pica,Claudia Rojas Plaza,1,Chile Vamos Renovacion Nacional - Independientes,,IND
233,Tarapacá,1,Pozo Almonte,Vanessa Herrera Quispe,1,Chile Vamos Renovacion Nacional - Independientes,,IND
234,Tarapacá,1,Alto Hospicio,Jose Astorga Verdugo,0,Chile Vamos Renovacion Nacional - Independientes,,RN
235,Tarapacá,1,Alto Hospicio,Leonardo Bernales Soloaga,0,Chile Vamos Renovacion Nacional - Independientes,,RN
236,Tarapacá,1,Alto Hospicio,Enzo Perez Jimenez,0,Chile Vamos Renovacion Nacional - Independientes,,RN
237,Tarapacá,1,Alto Hospicio,Luis Sanhueza Rivera,0,Chile Vamos Renovacion Nacional - Independientes,,RN
