id,región,region2,distrito,distrito2,número_papeleta,nombre,lista,tope_patrocinios,partido,sexo,lista2,n_listageneral,estado,ex_candidatoprez,subsecretario,ministro,senador,diputado,alcalde,concejal,intendente,abogado_constitucional,artista,familiar_de,académico,dirigente,trabajadores_salud,sub24,lgbtqia,feministas,promigrantes,cientificos,animalistas,discapacitados,expertosDDHH,exdeportistas,escenario1,cebra
318,Valparaíso,5,7,#D7 - Valparaíso,D7,Danixa Becerra,Soberanía Ciudadana,1801,IND,1,0,Soberanía Ciudadana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
319,Valparaíso,5,7,#D7 - Valparaíso,D8,Miguel A. Espinoza U.,Soberanía Ciudadana,1801,IND,0,0,Soberanía Ciudadana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
320,Valparaíso,5,7,#D7 - Valparaíso,ZR71,Natali Hinojosa,Trabajadores Revolucionarios,,PTR,1,1,Trabajadores Revolucionarios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
321,Valparaíso,5,7,#D7 - Valparaíso,ZR72,Antonio Páez,Trabajadores Revolucionarios,,PTR,0,1,Trabajadores Revolucionarios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
322,Valparaíso,5,7,#D7 - Valparaíso,ZR73,Kelly Cerda,Trabajadores Revolucionarios,,PTR,1,1,Trabajadores Revolucionarios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
323,Valparaíso,5,7,#D7 - Valparaíso,ZR74,Lyam Riveros,Trabajadores Revolucionarios,,PTR,0,1,Trabajadores Revolucionarios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
324,Valparaíso,5,7,#D7 - Valparaíso,ZR75,Libertad Moiroux,Trabajadores Revolucionarios,,PTR,1,1,Trabajadores Revolucionarios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
325,Valparaíso,5,7,#D7 - Valparaíso,ZR76,Dario González,Trabajadores Revolucionarios,,PTR,0,1,Trabajadores Revolucionarios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
326,Valparaíso,5,7,#D7 - Valparaíso,ZR77,Pamela Contreras,Trabajadores Revolucionarios,,PTR,1,1,Trabajadores Revolucionarios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0
327,Valparaíso,5,7,#D7 - Valparaíso,ZB55,Edith Estay,Unión Patriotica,,UPA,1,1,Unión Patriotica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
328,Valparaíso,5,7,#D7 - Valparaíso,ZB56,Alejandro Abarzúa,Unión Patriotica,,UPA,0,1,Unión Patriotica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
329,Valparaíso,5,7,#D7 - Valparaíso,ZB57,Evelyn Torreblanca,Unión Patriotica,,UPA,1,1,Unión Patriotica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
330,Valparaíso,5,7,#D7 - Valparaíso,ZB58,Cristóbal Rain,Unión Patriotica,,UPA,0,1,Unión Patriotica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
331,Valparaíso,5,7,#D7 - Valparaíso,ZB59,Ingrid Altamirano,Unión Patriotica,,UPA,1,1,Unión Patriotica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
332,Valparaíso,5,7,#D7 - Valparaíso,ZB60,Michael Humaña,Unión Patriotica,,UPA,0,1,Unión Patriotica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
333,Valparaíso,5,7,#D7 - Valparaíso,ZB61,Lucía Estay,Unión Patriotica,,UPA,1,1,Unión Patriotica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
334,Valparaíso,5,7,#D7 - Valparaíso,ZB62,Rodolfo Calderón,Unión Patriotica,,UPA,0,1,Unión Patriotica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
335,Valparaíso,5,7,#D7 - Valparaíso,XP10,Jeanette Bruna Jara,Vamos por Chile,,RN-IND,1,1,Vamos por Chile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
336,Valparaíso,5,7,#D7 - Valparaíso,XP11,Raúl Celis Montt,Vamos por Chile,,RN,0,1,Vamos por Chile,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,hermano del diputado,0
337,Valparaíso,5,7,#D7 - Valparaíso,XP12,Tania Córdova,Vamos por Chile,,RN,1,1,Vamos por Chile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
338,Valparaíso,5,7,#D7 - Valparaíso,XP13,Juan Pablo Rodríguez,Vamos por Chile,,UDI-IND,0,1,Vamos por Chile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Primero con más aportes,0
339,Valparaíso,5,7,#D7 - Valparaíso,XP14,Macarena Urenda,Vamos por Chile,,UDI,1,1,Vamos por Chile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
340,Valparaíso,5,7,#D7 - Valparaíso,XP15,Jorge Arancibia,Vamos por Chile,,UDI-IND,0,1,Vamos por Chile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
341,Valparaíso,5,7,#D7 - Valparaíso,XP16,Marlenne Aroca,Vamos por Chile,,EVO,1,1,Vamos por Chile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
342,Valparaíso,5,7,#D7 - Valparaíso,XP17,Hotuiti Teao,Vamos por Chile,,EVO-IND,0,1,Vamos por Chile,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
343,Metropolitana,5.5,8,#D8 - Maipú,YQ25,Doris González,Apruebo Dignidad,,COM,1,1,Apruebo Dignidad,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,conocida,0
344,Metropolitana,5.5,8,#D8 - Maipú,YQ26,René Naranjo,Apruebo Dignidad,,COM-IND,0,1,Apruebo Dignidad,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
345,Metropolitana,5.5,8,#D8 - Maipú,YQ27,Valentina Miranda,Apruebo Dignidad,,PC,1,1,Apruebo Dignidad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0
346,Metropolitana,5.5,8,#D8 - Maipú,YQ28,Juan Andrés Lagos,Apruebo Dignidad,,PC,0,1,Apruebo Dignidad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,carta del PC,0
347,Metropolitana,5.5,8,#D8 - Maipú,YQ29,Paty López,Apruebo Dignidad,,FRVS-IND,1,1,Apruebo Dignidad,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
348,Metropolitana,5.5,8,#D8 - Maipú,YQ30,Andrés Giordano,Apruebo Dignidad,,FRVS-IND,0,1,Apruebo Dignidad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
349,Metropolitana,5.5,8,#D8 - Maipú,YQ31,Tatiana Urrutia,Apruebo Dignidad,,RD,1,1,Apruebo Dignidad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
350,Metropolitana,5.5,8,#D8 - Maipú,YQ32,Daniel Stingo,Apruebo Dignidad,,RD-IND,0,1,Apruebo Dignidad,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,conocido; alaianza con Vidal,0
351,Metropolitana,5.5,8,#D8 - Maipú,XL6,Nidia Canales,Comunidad Ind. Ven Seremos,2414,IND,1,0,Comunidad Ind. Ven Seremos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
352,Metropolitana,5.5,8,#D8 - Maipú,XL7,Cristóbal Fernández,Comunidad Ind. Ven Seremos,2414,IND,0,0,Comunidad Ind. Ven Seremos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
353,Metropolitana,5.5,8,#D8 - Maipú,XL8,Claudia Latorre,Comunidad Ind. Ven Seremos,2414,IND,1,0,Comunidad Ind. Ven Seremos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
354,Metropolitana,5.5,8,#D8 - Maipú,XL9,Mario Benítez,Comunidad Ind. Ven Seremos,2414,IND,0,0,Comunidad Ind. Ven Seremos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
355,Metropolitana,5.5,8,#D8 - Maipú,YU33,Patricia Lillo,Ind. y Mov. Sociales del Apruebo,2414,IND,1,0,No Neutrales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
356,Metropolitana,5.5,8,#D8 - Maipú,YU34,Mario Aguilar,Ind. y Mov. Sociales del Apruebo,2414,IND,0,0,No Neutrales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357,Metropolitana,5.5,8,#D8 - Maipú,YU35,Jocelyn Durán,Ind. y Mov. Sociales del Apruebo,2414,IND,1,0,No Neutrales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
358,Metropolitana,5.5,8,#D8 - Maipú,YU36,Esteban Quiroz,Ind. y Mov. Sociales del Apruebo,2414,IND,0,0,No Neutrales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
359,Metropolitana,5.5,8,#D8 - Maipú,YU37,Natalie Arriagada,Ind. y Mov. Sociales del Apruebo,2414,IND,1,0,No Neutrales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
360,Metropolitana,5.5,8,#D8 - Maipú,YU38,Manuel Valencia,Ind. y Mov. Sociales del Apruebo,2414,IND,0,0,No Neutrales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
361,Metropolitana,5.5,8,#D8 - Maipú,YU39,Teresa Poblete,Ind. y Mov. Sociales del Apruebo,2414,IND,1,0,No Neutrales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
362,Metropolitana,5.5,8,#D8 - Maipú,YU40,Alejandro Cantillana,Ind. y Mov. Sociales del Apruebo,2414,IND,0,0,No Neutrales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
363,Metropolitana,5.5,8,#D8 - Maipú,ZN46,Magdalena Rivera,La Lista del Pueblo,2414,IND,1,0,Lista del Pueblo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
364,Metropolitana,5.5,8,#D8 - Maipú,ZN47,Marco Arellano,La Lista del Pueblo,2414,IND,0,0,Lista del Pueblo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
365,Metropolitana,5.5,8,#D8 - Maipú,ZN48,Palomba Albarracin,La Lista del Pueblo,2414,IND,1,0,Lista del Pueblo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
366,Metropolitana,5.5,8,#D8 - Maipú,ZN49,Daniel Trujillo,La Lista del Pueblo,2414,IND,0,0,Lista del Pueblo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
367,Metropolitana,5.5,8,#D8 - Maipú,ZN50,Claudia Figueroa,La Lista del Pueblo,2414,IND,1,0,Lista del Pueblo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
368,Metropolitana,5.5,8,#D8 - Maipú,ZN51,Pablo Cruz,La Lista del Pueblo,2414,IND,0,0,Lista del Pueblo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
369,Metropolitana,5.5,8,#D8 - Maipú,ZN52,Karen Orellana,La Lista del Pueblo,2414,IND,1,0,Lista del Pueblo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
370,Metropolitana,5.5,8,#D8 - Maipú,ZN53,Gerardo Iturra,La Lista del Pueblo,2414,IND,0,0,Lista del Pueblo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
371,Metropolitana,5.5,8,#D8 - Maipú,YB18,Bessy Gallardo,Lista del Apruebo,,PRO-IND,1,1,Lista del Apruebo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
372,Metropolitana,5.5,8,#D8 - Maipú,YB19,César Barrera,Lista del Apruebo,,PRO-IND,0,1,Lista del Apruebo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
373,Metropolitana,5.5,8,#D8 - Maipú,YB20,Carolina Garrido,Lista del Apruebo,,PS ,1,1,Lista del Apruebo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,1
374,Metropolitana,5.5,8,#D8 - Maipú,YB21,René Cortázar,Lista del Apruebo,,DC ,0,1,Lista del Apruebo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Primero con más aportes,1
375,Metropolitana,5.5,8,#D8 - Maipú,YB22,Cecilia Valdés León,Lista del Apruebo,,DC ,1,1,Lista del Apruebo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
376,Metropolitana,5.5,8,#D8 - Maipú,YB23,Francisco Reyes,Lista del Apruebo,,PPD-IND,0,1,Lista del Apruebo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,conocido actor,1
377,Metropolitana,5.5,8,#D8 - Maipú,YB24,Jaime Troncoso,Lista del Apruebo,,PS ,0,1,Lista del Apruebo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1
378,Metropolitana,5.5,8,#D8 - Maipú,XA1,Claudia Fuentes,Partido Ecologista Verde,,PEV,1,1,Partido Ecologista Verde,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
379,Metropolitana,5.5,8,#D8 - Maipú,XA2,Pedro Bustamante,Partido Ecologista Verde,,PEV,0,1,Partido Ecologista Verde,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
380,Metropolitana,5.5,8,#D8 - Maipú,XA3,María Hernández,Partido Ecologista Verde,,PEV,1,1,Partido Ecologista Verde,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
381,Metropolitana,5.5,8,#D8 - Maipú,XA4,Héctor Orellana,Partido Ecologista Verde,,PEV,0,1,Partido Ecologista Verde,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
382,Metropolitana,5.5,8,#D8 - Maipú,XG5,Camila Paz Cáceres,Partido Humanista,,PH,1,1,Partido Humanista,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
383,Metropolitana,5.5,8,#D8 - Maipú,ZR54,Beatriz Bravo Vaca,Trabajadores Revolucionarios,,PTR,1,1,Trabajadores Revolucionarios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
384,Metropolitana,5.5,8,#D8 - Maipú,ZR55,Sebastián Avilés Tapia,Trabajadores Revolucionarios,,PTR,0,1,Trabajadores Revolucionarios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
385,Metropolitana,5.5,8,#D8 - Maipú,ZR56,Javiera Marquéz,Trabajadores Revolucionarios,,PTR,1,1,Trabajadores Revolucionarios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
386,Metropolitana,5.5,8,#D8 - Maipú,ZR57,Leonardo Cabezas,Trabajadores Revolucionarios,,PTR,0,1,Trabajadores Revolucionarios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
387,Metropolitana,5.5,8,#D8 - Maipú,ZR58,María Isabel Martínez,Trabajadores Revolucionarios,,PTR,1,1,Trabajadores Revolucionarios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
388,Metropolitana,5.5,8,#D8 - Maipú,ZR59,Francisco Flores,Trabajadores Revolucionarios,,PTR,0,1,Trabajadores Revolucionarios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
389,Metropolitana,5.5,8,#D8 - Maipú,ZB41,Daniela Acevedo,Unión Patriotica,,UPA,1,1,Unión Patriotica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
390,Metropolitana,5.5,8,#D8 - Maipú,ZB42,Arturo Pérez,Unión Patriotica,,UPA,0,1,Unión Patriotica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
391,Metropolitana,5.5,8,#D8 - Maipú,ZB43,Johanna Muñoz,Unión Patriotica,,UPA,1,1,Unión Patriotica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
392,Metropolitana,5.5,8,#D8 - Maipú,ZB44,Fabián Caballero,Unión Patriotica,,UPA,0,1,Unión Patriotica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
393,Metropolitana,5.5,8,#D8 - Maipú,ZB45,Miguel Fonseca,Unión Patriotica,,UPA,1,1,Unión Patriotica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
394,Metropolitana,5.5,8,#D8 - Maipú,XP10,Macarena Bravo,Vamos por Chile,,RN-IND,1,1,Vamos por Chile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,candidato Cathy Barriga,0
395,Metropolitana,5.5,8,#D8 - Maipú,XP11,Francisco Moreno,Vamos por Chile,,UDI,0,1,Vamos por Chile,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
396,Metropolitana,5.5,8,#D8 - Maipú,XP12,Katerine Medel,Vamos por Chile,,UDI,1,1,Vamos por Chile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
397,Metropolitana,5.5,8,#D8 - Maipú,XP13,Miguel Esbir,Vamos por Chile,,UDI-IND,0,1,Vamos por Chile,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
398,Metropolitana,5.5,8,#D8 - Maipú,XP14,Andrea Ojeda,Vamos por Chile,,RN,1,1,Vamos por Chile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
399,Metropolitana,5.5,8,#D8 - Maipú,XP15,Tomás Guevara,Vamos por Chile,,RN,0,1,Vamos por Chile,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,segundo con mas aportes,0
400,Metropolitana,5.5,8,#D8 - Maipú,XP16,Macarena Cornejo,Vamos por Chile,,EVO,1,1,Vamos por Chile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
401,Metropolitana,5.5,8,#D8 - Maipú,XP17,Bernardo de la Maza,Vamos por Chile,,EVO-IND,0,1,Vamos por Chile,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,conocido,0
402,Metropolitana,5.5,9,#D9 - Recoleta,YQ28,Luz Vidal,Apruebo Dignidad,,RD-IND,1,1,Apruebo Dignidad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
403,Metropolitana,5.5,9,#D9 - Recoleta,YQ29,Gonzalo Bacigalupe,Apruebo Dignidad,,FRVS-IND,0,1,Apruebo Dignidad,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,0
404,Metropolitana,5.5,9,#D9 - Recoleta,YQ30,Haydee Oberreuter,Apruebo Dignidad,,FRVS-IND,1,1,Apruebo Dignidad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0
405,Metropolitana,5.5,9,#D9 - Recoleta,YQ31,Rodrigo Mallea,Apruebo Dignidad,,CS,0,1,Apruebo Dignidad,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
406,Metropolitana,5.5,9,#D9 - Recoleta,YQ32,Michelle Peutat,Apruebo Dignidad,,CS-IND,1,1,Apruebo Dignidad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
407,Metropolitana,5.5,9,#D9 - Recoleta,YQ33,Eric Campos,Apruebo Dignidad,,PC,0,1,Apruebo Dignidad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
408,Metropolitana,5.5,9,#D9 - Recoleta,YQ34,Bárbara Sepúlveda,Apruebo Dignidad,,PC,1,1,Apruebo Dignidad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
409,Metropolitana,5.5,9,#D9 - Recoleta,YV35,Nicole Romo,Ind. por una Nueva Const.,1889,IND,1,0,No Neutrales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
410,Metropolitana,5.5,9,#D9 - Recoleta,YV36,Iván Silva,Ind. por una Nueva Const.,1889,IND,0,0,No Neutrales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
411,Metropolitana,5.5,9,#D9 - Recoleta,YV37,Loreto Rebolledo,Ind. por una Nueva Const.,1889,IND,1,0,No Neutrales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
412,Metropolitana,5.5,9,#D9 - Recoleta,YV38,Mario Zelada,Ind. por una Nueva Const.,1889,IND,0,0,No Neutrales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
413,Metropolitana,5.5,9,#D9 - Recoleta,YV39,Margarita Guerrero,Ind. por una Nueva Const.,1889,IND,1,0,No Neutrales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
414,Metropolitana,5.5,9,#D9 - Recoleta,YV40,Uriel González,Ind. por una Nueva Const.,1889,IND,0,0,No Neutrales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
415,Metropolitana,5.5,9,#D9 - Recoleta,56,Rodrigo Logan,Independiente,756,IFP,0,0,Independiente,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
416,Metropolitana,5.5,9,#D9 - Recoleta,N1,Alejandra Pérez,La lista del Pueblo distrito 9,1889,IND,1,0,Lista del Pueblo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
417,Metropolitana,5.5,9,#D9 - Recoleta,N2,Patricio Cáceres,La lista del Pueblo distrito 9,1889,IND,0,0,Lista del Pueblo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
418,Metropolitana,5.5,9,#D9 - Recoleta,N3,Gloria Pinto,La lista del Pueblo distrito 9,1889,IND,1,0,Lista del Pueblo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
419,Metropolitana,5.5,9,#D9 - Recoleta,N4,Matías Roa,La lista del Pueblo distrito 9,1889,IND,0,0,Lista del Pueblo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
420,Metropolitana,5.5,9,#D9 - Recoleta,N5,Natalia Henríquez,La lista del Pueblo distrito 9,1889,IND,1,0,Lista del Pueblo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
421,Metropolitana,5.5,9,#D9 - Recoleta,N6,Misael Armijo,La lista del Pueblo distrito 9,1889,IND,0,0,Lista del Pueblo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
422,Metropolitana,5.5,9,#D9 - Recoleta,N7,Marlene Soto,La lista del Pueblo distrito 9,1889,IND,1,0,Lista del Pueblo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0
423,Metropolitana,5.5,9,#D9 - Recoleta,YB21,Millarai Abelleira,Lista del Apruebo,,PS-IND,1,1,Lista del Apruebo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
424,Metropolitana,5.5,9,#D9 - Recoleta,YB22,Jorge Cash Saez,Lista del Apruebo,,DC ,0,1,Lista del Apruebo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
425,Metropolitana,5.5,9,#D9 - Recoleta,YB23,Alejandra Acevedo,Lista del Apruebo,,PRO-IND,1,1,Lista del Apruebo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
426,Metropolitana,5.5,9,#D9 - Recoleta,YB24,Santiago Escobar,Lista del Apruebo,,PPD-IND,0,1,Lista del Apruebo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
427,Metropolitana,5.5,9,#D9 - Recoleta,YB25,Galit Agosín,Lista del Apruebo,,PPD-IND,1,1,Lista del Apruebo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,buen despliegue,0
428,Metropolitana,5.5,9,#D9 - Recoleta,YB26,César Valenzuela,Lista del Apruebo,,PS ,0,1,Lista del Apruebo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,segundo con mas aportes,0
429,Metropolitana,5.5,9,#D9 - Recoleta,YB27,Fernanda San Martin,Lista del Apruebo,,DC-IND,1,1,Lista del Apruebo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
